Depth	Gamma
3794.00	77.4
3794.20	78
3794.40	76.8
3794.60	75.2
3794.80	74.13
3795.00	73.2
3795.20	73.2
3795.40	76.8
3795.60	77.2
3795.80	82.4
3796.00	83.2
3796.20	80.8
3796.40	77.6
3796.60	75.6
3796.80	76.8
3797.00	76.8
3797.20	74.8
3797.40	76.4
3797.60	75.6
3797.80	80.8
3798.00	79.6
3798.20	79.6
3798.40	79.6
3798.60	79.2
3798.80	79.2
3799.00	77.6
3799.20	77.07
3799.40	75.2
3799.60	77.6
3799.80	78
3800.00	79.6
3800.20	79.6
3800.40	78.8
3800.60	77.2
3800.80	75.2
3801.00	72.8
3801.20	74.8
3801.40	77
3801.60	76.8
3801.80	76.8
3802.00	76.8
3802.20	75.47
3802.40	73.2
3802.60	73.6
3802.80	76.2
3803.00	77.2
3803.20	77.2
3803.40	76.8
3803.60	77.6
3803.80	77.2
3804.00	76.4
3804.20	77.2
3804.40	76.8
3804.60	79.6
3804.80	78
3805.00	80.4
3805.20	81.2
3805.40	81.73
3805.60	83.2
3805.80	81.6
3806.00	78.8
3806.20	76.8
3806.40	77
3806.60	77
3806.80	75.8
3807.00	75.8
3807.20	77.2
3807.40	79.6
3807.60	81.8
3807.80	80.8
3808.00	80.2
3808.20	77.6
3808.40	75.2
3808.60	74.8
3808.80	79.2
3809.00	79
3809.20	78
3809.40	75.6
3809.60	75.6
3809.80	79.6
3810.00	80.6
3810.20	81.6
3810.40	79.2
3810.60	79.6
3810.80	80
3811.00	79.6
3811.20	77.2
3811.40	76.4
3811.60	75.6
3811.80	75.6
3812.00	75.4
3812.20	74.4
3812.40	73.6
3812.60	72.8
3812.80	74.4
3813.00	77.6
3813.20	79.2
3813.40	79.6
3813.60	81.2
3813.80	81.07
3814.00	80.8
3814.20	78
3814.40	78.6
3814.60	74.4
3814.80	74.2
3815.00	74.8
3815.20	75.6
3815.40	76.4
3815.60	76.67
3815.80	79.6
3816.00	80
3816.20	78.8
3816.40	75.6
3816.60	75.6
3816.80	74.4
3817.00	74.93
3817.20	76.4
3817.40	79.6
3817.60	81.2
3817.80	81.6
3818.00	80
3818.20	78
3818.40	78.53
3818.60	79.2
3818.80	80.4
3819.00	81.4
3819.20	83.2
3819.40	80.8
3819.60	82.8
3819.80	75.2
3820.00	81.2
3820.20	77.2
3820.40	75.6
3820.60	76.8
3820.80	78.8
3821.00	79.6
3821.20	84
3821.40	87.2
3821.60	87.6
3821.80	87.8
3822.00	86.4
3822.20	84
3822.40	79.8
3822.60	73.6
3822.80	72.8
3823.00	81.6
3823.20	84.8
3823.40	79.2
3823.60	76
3823.80	71.6
3824.00	73.2
3824.20	75.6
3824.40	79.6
3824.60	79.6
3824.80	79.2
3825.00	79.6
3825.20	79.6
3825.40	79.6
3825.60	80.2
3825.80	80.8
3826.00	81.4
3826.20	79.6
3826.40	81.2
3826.60	84
3826.80	83.2
3827.00	83.6
3827.20	84
3827.40	85.2
3827.60	86
3827.80	80.2
3828.00	79
3828.20	79.47
3828.40	80.8
3828.60	80.4
3828.80	76.8
3829.00	77.6
3829.20	78.8
3829.40	79.47
3829.60	79.2
3829.80	79.6
3830.00	78.8
3830.20	79.2
3830.40	80.4
3830.60	79.6
3830.80	85.6
3831.00	87.2
3831.20	87.2
3831.40	85.2
3831.60	82.53
3831.80	81
3832.00	80.8
3832.20	81
3832.40	82.8
3832.60	84.8
3832.80	85.6
3833.00	86
3833.20	86
3833.40	83.2
3833.60	80.4
3833.80	77.6
3834.00	79.33
3834.20	82
3834.40	80
3834.60	78.8
3834.80	77.2
3835.00	79.6
3835.20	77.6
3835.40	81.2
3835.60	82.2
3835.80	83.2
3836.00	81.6
3836.20	84
3836.40	87.6
3836.60	87.6
3836.80	82
3837.00	83.6
3837.20	79.6
3837.40	79.6
3837.60	75.6
3837.80	75.6
3838.00	76.67
3838.20	78
3838.40	80.4
3838.60	83.2
3838.80	83.47
3839.00	82.6
3839.20	81.47
3839.40	81.2
3839.60	78.8
3839.80	74.8
3840.00	73.6
3840.20	73.6
3840.40	78
3840.60	81.87
3840.80	84
3841.00	83.47
3841.20	82.6
3841.40	79.6
3841.60	79.6
3841.80	80.4
3842.00	79.2
3842.20	78.8
3842.40	78.8
3842.60	83.2
3842.80	87.6
3843.00	86
3843.20	85.6
3843.40	85
3843.60	85.6
3843.80	84
3844.00	83.6
3844.20	80
3844.40	79.6
3844.60	79.6
3844.80	79.2
3845.00	77.8
3845.20	78.8
3845.40	79.2
3845.60	81.8
3845.80	88.8
3846.00	86.8
3846.20	86.6
3846.40	85
3846.60	80.8
3846.80	81.2
3847.00	83.2
3847.20	81.6
3847.40	79.6
3847.60	84
3847.80	77.2
3848.00	81.6
3848.20	77.2
3848.40	84
3848.60	81.2
3848.80	86
3849.00	82
3849.20	84
3849.40	84
3849.6	82.8
3849.80	82.8
3850.00	79.6
3850.20	80.8
3850.40	79.2
3850.60	79.07
3850.80	78.8
3851.00	82.8
3851.20	81.6
3851.40	80.53
3851.60	79.1
3851.80	77.3
3852.00	75.4
3852.20	77.6
3852.40	79.2
3852.60	81.2
3852.80	81.6
3853.00	81.07
3853.20	78.8
3853.40	74.8
3853.60	72.67
3853.80	72.4
3854.00	76.8
3854.20	81.2
3854.40	82.8
3854.60	80.8
3854.80	79
3855.00	79.6
3855.20	79.87
3855.40	81.2
3855.60	80.8
3855.80	80
3856.00	79.8
3856.20	82.4
3856.40	85
3856.60	84.2
3856.80	86.8
3857.00	87.6
3857.20	82.8
3857.40	81.2
3857.60	82
3857.80	80
3858.00	79.2
3858.20	79.2
3858.40	78.8
3858.60	76.4
3858.80	79.2
3859.00	79.6
3859.20	78.27
3859.40	77.6
3859.60	77.2
3859.80	79.2
3860.00	79.33
3860.20	79.6
3860.40	77.2
3860.60	77.6
3860.80	78
3861.00	79
3861.20	80
3861.40	80.8
3861.60	83.6
3861.80	83
3862.00	83.6
3862.20	82.8
3862.40	80.2
3862.60	80.6
3862.80	81.2
3863.00	81.2
3863.20	81.2
3863.40	80.8
3863.60	82.8
3863.80	80
3864.00	77.6
3864.20	77.2
3864.40	78
3864.60	83.2
3864.80	85.2
3865.00	85.6
3865.20	85.33
3865.40	82.8
3865.60	82.8
3865.80	81.6
3866.00	82.4
3866.20	83.2
3866.40	83.2
3866.60	83.6
3866.80	81.2
3867.00	80.6
3867.20	78.8
3867.40	77.8
3867.60	76.4
3867.80	77.2
3868.00	78.8
3868.20	82
3868.40	82.8
3868.60	84
3868.80	82.8
3869.00	81.6
3869.20	81.2
3869.40	80.27
3869.60	79.2
3869.80	79.47
3870.00	80.8
3870.20	84.4
3870.40	87.2
3870.60	84
3870.80	82.8
3871.00	80.8
3871.20	80.6
3871.40	80.4
3871.60	82.4
3871.80	85.6
3872.00	86
3872.20	81.2
3872.40	78.8
3872.60	79.2
3872.80	78.2
3873.00	78.8
3873.20	79.6
3873.40	80.6
3873.60	81.4
3873.80	81.8
3874.00	80
3874.20	78.8
3874.40	82.8
3874.60	83.2
3874.80	84
3875.00	83.2
3875.20	81.2
3875.40	82.8
3875.60	84.4
3875.80	76.4
3876.00	78.8
3876.20	79.6
3876.40	81.2
3876.60	81.8
3876.80	83.8
3877.00	81.6
3877.20	76.8
3877.40	73.6
3877.60	75.6
3877.80	74.8
3878.00	75.6
3878.20	79.2
3878.40	81.4
3878.60	82.8
3878.80	83.2
3879.00	84
3879.20	81.4
3879.40	79.2
3879.60	78
3879.80	76.8
3880.00	80.8
3880.20	78
3880.40	81.2
3880.60	80
3880.80	83
3881.00	82.8
3881.20	86.8
3881.40	86
3881.60	79.6
3881.80	79.47
3882.00	80
3882.20	79.2
3882.40	78
3882.60	77.6
3882.80	81.2
3883.00	81.6
3883.20	80.8
3883.40	83.2
3883.60	83.2
3883.80	83.2
3884.00	80.8
3884.20	81.2
3884.40	80.4
3884.60	83.2
3884.80	79.2
3885.00	80
3885.20	81.12
3885.40	82.24
3885.60	81
3885.80	79
3886.00	77.8
3886.20	74.4
3886.40	75.6
3886.60	77.6
3886.80	79.4
3887.00	81
3887.20	78.2
3887.40	75.4
3887.60	76.6
3887.80	77.8
3888.00	80
3888.20	78
3888.40	77
3888.60	76.4
3888.80	76.4
3889.00	79.2
3889.20	80.53
3889.40	76.8
3889.60	76
3889.80	74.4
3890.00	76.8
3890.20	79.2
3890.40	79.2
3890.60	76.8
3890.80	75.6
3891.00	76.67
3891.20	78.4
3891.40	77.4
3891.60	73.2
3891.80	67.6
3892.00	69.6
3892.20	72.8
3892.40	74
3892.60	73.87
3892.80	74.4
3893.00	74.4
3893.20	72.4
3893.40	71.6
3893.60	69.6
3893.80	71.2
3894.00	76.4
3894.20	77.6
3894.40	77.6
3894.60	74.8
3894.80	74
3895.00	74
3895.20	74.8
3895.40	75
3895.60	75.2
3895.80	75
3896.00	74.4
3896.20	75.6
3896.40	75.6
3896.60	76.8
3896.80	75.6
3897.00	75.6
3897.20	77.6
3897.40	78.8
3897.60	79.07
3897.80	77.6
3898.00	78
3898.20	78
3898.40	79
3898.60	78.8
3898.80	77.6
3899.00	76.4
3899.20	77.2
3899.40	78
3899.60	79.2
3899.80	78.8
3900.00	75
3900.20	73.4
3900.40	74.53
3900.60	77.2
3900.80	80.8
3901.00	77.6
3901.20	78.8
3901.40	81.2
3901.60	79.6
3901.80	77.4
3902.00	77.33
3902.20	77.6
3902.40	79.4
3902.60	82
3902.80	78.8
3903.00	77.2
3903.20	74.8
3903.40	76.6
3903.60	77.4
3903.80	75.4
3904.00	73.6
3904.20	73.6
3904.40	74.2
3904.60	74.8
3904.80	75.6
3905.00	76.8
3905.20	79.6
3905.40	78
3905.60	77.2
3905.80	78
3906.00	76.93
3906.20	74.8
3906.40	72.4
3906.60	71.4
3906.80	71.6
3907.00	71.6
3907.20	75.6
3907.40	78.2
3907.60	78.4
3907.80	76.9
3908.00	74.7
3908.20	76.8
3908.40	76.8
3908.60	78
3908.80	75.8
3909.00	73.2
3909.20	73.6
3909.40	75.6
3909.60	75.6
3909.80	75.6
3910.00	73.73
3910.20	70.4
3910.40	72
3910.60	74.2
3910.80	74.8
3911.00	76.8
3911.20	77.2
3911.40	78.6
3911.60	80
3911.80	78
3912.00	78
3912.20	77.2
3912.40	79.2
3912.60	78.8
3912.80	77.73
3913.00	73.6
3913.20	74.93
3913.40	75.4
3913.60	74.4
3913.80	73.2
3914.00	74
3914.20	75.6
3914.40	75.6
3914.60	81.2
3914.80	77.6
3915.00	75.2
3915.20	73.2
3915.40	74.4
3915.60	73.6
3915.80	70.4
3916.00	69.6
3916.20	69.6
3916.40	70
3916.60	71.6
3916.80	74.4
3917.00	73.6
3917.20	70.8
3917.40	73.2
3917.60	75.6
3917.80	75.2
3918.00	74.8
3918.20	73.2
3918.40	73.2
3918.60	74.8
3918.80	73.2
3919.00	76.4
3919.20	74.8
3919.40	74.27
3919.60	72.4
3919.80	71.6
3920.00	71.2
3920.20	71.6
3920.40	72.8
3920.60	73.2
3920.80	74.8
3921.00	76.8
3921.20	77.6
3921.40	78
3921.60	74.2
3921.80	73.6
3922.00	74.8
3922.20	76.4
3922.40	75.2
3922.60	76.4
3922.80	76
3923.00	75.6
3923.20	72.67
3923.40	70.8
3923.60	72.4
3923.80	75.2
3924.00	74.4
3924.20	71.6
3924.40	71.2
3924.60	69.6
3924.80	70.67
3925.00	73.2
3925.20	75.6
3925.40	75.2
3925.60	73.6
3925.80	74.8
3926.00	73.6
3926.20	75.6
3926.40	72.8
3926.60	69.87
3926.80	68.6
3927.00	69.6
3927.20	71.8
3927.40	74.8
3927.60	75.6
3927.80	75.2
3928.00	74.8
3928.20	71.6
3928.40	71.33
3928.60	71.87
3928.80	73.2
3929.00	71.6
3929.20	71.4
3929.40	71.4
3929.60	71.2
3929.80	70.4
3930.00	70.4
3930.20	71.73
3930.40	71
3930.60	69.4
3930.80	66.2
3931.00	64.4
3931.20	66.8
3931.40	67.6
3931.60	65.6
3931.80	68.3
3932.00	70.5
3932.20	72
3932.40	69.6
3932.60	66.4
3932.80	69.4
3933.00	69.6
3933.20	69.2
3933.40	70.8
3933.60	69.6
3933.80	71.6
3934.00	69.2
3934.20	72.8
3934.40	68.8
3934.60	69.6
3934.80	70.4
3935.00	68.4
3935.20	67.6
3935.40	72.8
3935.60	69.6
3935.80	71.6
3936.00	68.8
3936.20	72.53
3936.40	70.4
3936.60	67.6
3936.80	67.6
3937.00	69.2
3937.20	70.8
3937.40	70.4
3937.60	70.8
3937.80	72.6
3938.00	73.2
3938.20	68.2
3938.40	69
3938.60	69.4
3938.80	70
3939.00	70.8
3939.20	71.2
3939.40	68.8
3939.60	70.8
3939.80	71.2
3940.00	69.6
3940.20	68.8
3940.40	69.6
3940.60	70.6
3940.80	67.2
3941.00	70.4
3941.20	74.4
3941.40	76.8
3941.60	72.4
3941.80	71.6
3942.00	71.2
3942.20	69.8
3942.40	69.2
3942.60	69.2
3942.80	69.6
3943.00	69.2
3943.20	71.6
3943.40	74
3943.60	72
3943.80	68.4
3944.00	66.4
3944.20	66.4
3944.40	66
3944.60	65.6
3944.80	68.8
3945.00	68.4
3945.20	69.2
3945.40	68.4
3945.60	71.2
3945.80	69.6
3946.00	68.4
3946.20	68.4
3946.40	70.8
3946.60	69.6
3946.80	69
3947.00	68.4
3947.20	68.8
3947.40	65.2
3947.60	65.6
3947.80	67.6
3948.00	70.8
3948.20	71.6
3948.40	69.3
3948.60	68.7
3948.80	68.4
3949.00	68.4
3949.20	69
3949.40	68.8
3949.60	70.4
3949.80	70.6
3950.00	70.8
3950.20	68.13
3950.40	66.7
3950.60	66.5
3950.80	68.4
3951.00	68.4
3951.20	67.6
3951.40	66.8
3951.60	68.8
3951.80	65.6
3952.00	67.6
3952.20	66.4
3952.40	66.8
3952.60	67.2
3952.80	69.6
3953.00	67.2
3953.20	63.6
3953.40	66.8
3953.60	68.8
3953.80	68.8
3954.00	72.8
3954.20	70.8
3954.40	71
3954.60	71.5
3954.80	72.1
3955.00	71.6
3955.20	67.2
3955.40	67.2
3955.60	65.2
3955.80	69.2
3956.00	69.2
3956.20	69.2
3956.40	66.8
3956.60	66.8
3956.80	67.8
3957.00	68.8
3957.20	68.8
3957.40	65.6
3957.60	66.8
3957.80	66.8
3958.00	66.2
3958.20	65.2
3958.40	67.8
3958.60	70.4
3958.80	69.8
3959.00	68.8
3959.20	67.6
3959.40	67
3959.60	64.4
3959.80	66.8
3960.00	65.6
3960.20	65.6
3960.40	65.6
3960.60	69.9
3960.80	68.9
3961.00	69.4
3961.20	69
3961.40	67.6
3961.60	67.2
3961.80	66.8
3962.00	70.4
3962.20	69
3962.40	67.6
3962.60	67.47
3962.80	67.2
3963.00	66.93
3963.20	67.6
3963.40	68.4
3963.60	65.6
3963.80	63.6
3964.00	62.4
3964.20	63.07
3964.40	64.4
3964.60	67.2
3964.80	68.4
3965.00	66.6
3965.20	65.2
3965.40	65.6
3965.60	65.6
3965.80	67.5
3966.00	68.1
3966.20	69.2
3966.40	67.2
3966.60	67
3966.80	67.4
3967.00	67.6
3967.20	65.2
3967.40	65.2
3967.60	67
3967.80	68.2
3968.00	66.4
3968.20	67.6
3968.40	69.8
3968.60	70.4
3968.80	69.4
3969.00	65.6
3969.20	67
3969.40	69.6
3969.60	70.8
3969.80	66.4
3970.00	66.8
3970.20	65.2
3970.40	68.8
3970.60	68
3970.80	69.2
3971.00	68.8
3971.20	68.4
3971.40	63.6
3971.60	67.6
3971.80	66.8
3972.00	66.4
3972.20	60.8
3972.40	63.6
3972.60	63.2
3972.80	67.2
3973.00	72.8
3973.20	72.8
3973.40	71.2
3973.60	70.4
3973.80	69.2
3974.00	68.8
3974.20	66.4
3974.40	62.67
3974.60	62.4
3974.80	63.6
3975.00	62.8
3975.20	69.6
3975.40	68.8
3975.60	69.2
3975.80	65.2
3976.00	66.53
3976.20	67.5
3976.40	68.1
3976.60	67.4
3976.80	66.4
3977.00	66.4
3977.20	66.4
3977.40	67.2
3977.60	65
3977.80	62.6
3978.00	62.27
3978.20	63.6
3978.40	64.6
3978.60	65.6
3978.80	65.2
3979.00	67.6
3979.20	67.6
3979.40	65.6
3979.60	64.4
3979.80	62.4
3980.00	63
3980.20	63.6
3980.40	63.6
3980.60	65.6
3980.80	66
3981.00	67.2
3981.20	66.8
3981.40	67.6
3981.60	70.8
3981.80	68.53
3982.00	68
3982.20	67.47
3982.40	67.8
3982.60	68.8
3982.80	71.2
3983.00	70.8
3983.20	67.13
3983.40	67
3983.60	66.87
3983.80	67
3984.00	68.8
3984.20	68.8
3984.40	67.6
3984.60	69.2
3984.80	71.2
3985.00	71.6
3985.20	70.6
3985.40	69.33
3985.60	68.8
3985.80	69.2
3986.00	70.4
3986.20	70.4
3986.40	65.6
3986.60	65.6
3986.80	66.08
3987.00	66.56
3987.20	67.2
3987.40	68.4
3987.60	70.8
3987.80	71.6
3988.00	69.2
3988.20	68.8
3988.40	68.53
3988.60	66.4
3988.80	65.8
3989.00	68.8
3989.20	68.8
3989.40	66.8
3989.60	65.2
3989.80	66.8
3990.00	67
3990.20	66.4
3990.40	65.6
3990.60	65.87
3990.80	66.13
3991.00	66.4
3991.20	66.8
3991.40	66.4
3991.60	67.2
3991.80	68
3992.00	70.4
3992.20	70.67
3992.40	69.2
3992.60	68.4
3992.80	66.8
3993.00	66.8
3993.20	65.6
3993.40	65.8
3993.60	63.6
3993.80	65.73
3994.00	67.2
3994.20	70.8
3994.40	70.8
3994.60	70
3994.80	69.6
3995.00	71.2
3995.20	67.6
3995.40	64.4
3995.60	65.2
3995.80	67.6
3996.00	68.4
3996.20	66.4
3996.40	67.4
3996.60	68.6
3996.80	68.8
3997.00	68.8
3997.20	68
3997.40	69.6
3997.60	70.4
3997.80	71.6
3998.00	72
3998.20	72.8
3998.40	70.4
3998.60	68.4
3998.80	65.6
3999.00	66.4
3999.20	67.2
3999.40	67.6
3999.60	68.8
3999.80	70.8
4000.00	74.4
4000.20	74.4
4000.40	73.8
4000.60	71.4
4000.80	70.13
4001.00	69.6
4001.20	69.2
4001.40	67.2
4001.60	66.4
4001.80	69.6
4002.00	69.2
4002.20	67.6
4002.40	70
4002.60	72
4002.80	73.6
4003.00	71
4003.20	68.8
4003.40	67.2
4003.60	64.4
4003.80	65.2
4004.00	65.2
4004.20	70.4
4004.40	71.2
4004.60	69.2
4004.80	67.6
4005.00	65.6
4005.20	68.4
4005.40	67.8
4005.60	70.8
4005.80	71.6
4006.00	70
4006.20	67.6
4006.40	67.07
4006.60	66.6
4006.80	65.4
4007.00	65.6
4007.20	68.4
4007.40	69.2
4007.60	69
4007.80	69.2
4008.00	69.2
4008.20	68.8
4008.40	69.2
4008.60	71.2
4008.80	70.2
4009.00	69.07
4009.20	69.6
4009.40	70
4009.60	70.4
4009.80	69
4010.00	67.2
4010.20	67.6
4010.40	65.6
4010.60	68.8
4010.80	72.4
4011.00	71.6
4011.20	71.6
4011.40	71.2
4011.60	73.6
4011.80	73
4012.00	70.4
4012.20	68.4
4012.40	66.4
4012.60	65.6
4012.80	66.53
4013.00	68.4
4013.20	69.2
4013.40	68.8
4013.60	69.6
4013.80	71.6
4014.00	70.4
4014.20	68.2
4014.40	66.4
4014.60	67
4014.80	67.6
4015.00	70.8
4015.20	69.6
4015.40	66.8
4015.60	65.6
4015.80	68.4
4016.00	72.2
4016.20	72.93
4016.40	73.2
4016.60	69.4
4016.80	69.6
4017.00	68.8
4017.20	68.8
4017.40	71.2
4017.60	75
4017.80	75.9
4018.00	76.5
4018.20	74.8
4018.40	68.8
4018.60	71.2
4018.80	69.2
4019.00	71.2
4019.20	70.8
4019.40	69.2
4019.60	71.2
4019.80	67.8
4020.00	66.8
4020.20	67.2
4020.40	68.4
4020.60	69.2
4020.80	69.2
4021.00	75.6
4021.20	72.4
4021.40	74.4
4021.60	74
4021.80	73.2
4022.00	73.2
4022.20	71.6
4022.40	70.4
4022.60	69.87
4022.80	70.2
4023.00	71.2
4023.20	72
4023.40	70.4
4023.60	74.4
4023.80	72.8
4024.00	72.8
4024.20	68.4
4024.40	71.87
4024.60	73.4
4024.80	72.8
4025.00	70.4
4025.20	73.2
4025.40	73.2
4025.60	74.8
4025.80	74.8
4026.00	73.6
4026.20	70.67
4026.40	70.8
4026.60	72.8
4026.80	72.8
4027.00	73.2
4027.20	73.6
4027.40	74.8
4027.60	74.8
4027.80	73.2
4028.00	71.6
4028.20	70
4028.40	70.2
4028.60	71
4028.80	71.2
4029.00	69.2
4029.20	72.4
4029.40	69.6
4029.60	66.93
4029.80	65.6
4030.00	67.2
4030.20	68.8
4030.40	70.67
4030.60	72.4
4030.80	69.6
4031.00	71.2
4031.20	70.6
4031.40	74.8
4031.60	74.6
4031.80	74.4
4032.00	72.8
4032.20	70.4
4032.40	70.4
4032.60	70.4
4032.80	70.2
4033.00	69.6
4033.20	70.93
4033.40	71.4
4033.60	72.8
4033.80	69.6
4034.00	72.4
4034.20	69.2
4034.40	71.2
4034.60	75.2
4034.80	73.33
4035.00	72.4
4035.20	71.6
4035.40	70.4
4035.60	67.6
4035.80	70.8
4036.00	72.8
4036.20	73.2
4036.40	69.2
4036.60	66.53
4036.80	65.2
4037.00	71
4037.20	73.8
4037.40	75.8
4037.60	75.8
4037.80	72.4
4038.00	67.2
4038.20	68.4
4038.40	71.2
4038.60	72
4038.80	73.6
4039.00	73.8
4039.20	73.4
4039.40	73.2
4039.60	73.8
4039.80	72.8
4040.00	71.6
4040.20	70.4
4040.40	70.8
4040.60	71.6
4040.80	72.53
4041.00	72.8
4041.20	72.8
4041.40	73.2
4041.60	73.2
4041.80	71.2
4042.00	73.2
4042.20	71.6
4042.40	73.6
4042.60	73.33
4042.80	73
4043.00	73.2
4043.20	72.8
4043.40	72.4
4043.60	73.2
4043.80	72.2
4044.00	71.47
4044.20	71.2
4044.40	72.4
4044.60	69.6
4044.80	67.6
4045.00	66.4
4045.20	66.8
4045.40	72.8
4045.60	72.4
4045.80	71.4
4046.00	72
4046.20	73.6
4046.40	75.2
4046.60	68.8
4046.80	69.33
4047.00	70.4
4047.20	72
4047.40	72
4047.60	71.2
4047.80	71.4
4048.00	72.8
4048.20	70.4
4048.40	71.8
4048.60	74.8
4048.80	76.4
4049.00	71.87
4049.20	70.8
4049.40	69
4049.60	68
4049.80	68.8
4050.00	70.8
4050.20	70.4
4050.40	69.2
4050.60	70.2
4050.80	71.4
4051.00	70.4
4051.20	69.2
4051.40	71.2
4051.60	72.4
4051.80	69.6
4052.00	71.6
4052.20	69.6
4052.40	70.4
4052.60	68.4
4052.80	68.8
4053.00	70.4
4053.20	72.4
4053.40	68.2
4053.60	66.8
4053.80	67.87
4054.00	69.2
4054.20	67.2
4054.40	67.2
4054.60	69.6
4054.80	69.4
4055.00	68.4
4055.20	66.8
4055.40	70.8
4055.60	68.8
4055.80	70.6
4056.00	72.4
4056.20	72.4
4056.40	71.2
4056.60	68.8
4056.80	68.8
4057.00	70.4
4057.20	71.6
4057.40	69.2
4057.60	68.93
4057.80	69.2
4058.00	71.4
4058.20	72
4058.40	68.8
4058.60	66.4
4058.80	68.4
4059.00	69.2
4059.20	68.4
4059.40	70.4
4059.60	69.6
4059.80	68.8
4060.00	68.8
4060.20	69.2
4060.40	69.2
4060.60	70.4
4060.80	71.2
4061.00	70.8
4061.20	68.8
4061.40	67.6
4061.60	70.4
4061.80	74.8
4062.00	70.8
4062.20	66.8
4062.40	68.1
4062.60	69.9
4062.80	70.4
4063.00	69.6
4063.20	69.2
4063.40	68.6
4063.60	66.4
4063.80	65.2
4064.00	66.67
4064.20	68.8
4064.40	70.8
4064.60	72.4
4064.80	69.2
4065.00	68.8
4065.20	69.2
4065.40	70.8
4065.60	68.4
4065.80	67.6
4066.00	69.6
4066.20	68.8
4066.40	70.8
4066.60	69.73
4066.80	68.2
4067.00	65.2
4067.20	68
4067.40	70.8
4067.60	71.6
4067.80	67.6
4068.00	66.8
4068.20	67.33
4068.40	69.2
4068.60	72.8
4068.80	71.2
4069.00	70
4069.20	68.4
4069.40	66.8
4069.60	66.8
4069.80	68.4
4070.00	68.8
4070.20	68
4070.40	69.2
4070.60	73.2
4070.80	74.8
4071.00	72.8
4071.20	70
4071.40	68.4
4071.60	68.8
4071.80	69.8
4072.00	67.6
4072.20	66.4
4072.40	63.2
4072.60	64.4
4072.80	67.4
4073.00	69.2
4073.20	68.4
4073.40	69.2
4073.60	72.4
4073.80	73.6
4074.00	72.4
4074.20	68.6
4074.40	67.6
4074.60	67.6
4074.80	67.6
4075.00	67.6
4075.20	67.2
4075.40	67
4075.60	66.4
4075.80	65.6
4076.00	66.4
4076.20	66.3
4076.40	64.5
4076.60	65.2
4076.80	68.4
4077.00	70.8
4077.20	68.8
4077.40	68.8
4077.60	71.2
4077.80	72.4
4078.00	71.6
4078.20	72.4
4078.40	69.2
4078.60	67.6
4078.80	67.2
4079.00	67.2
4079.20	69.6
4079.40	71.6
4079.60	71.2
4079.80	70.4
4080.00	68.8
4080.20	68.8
4080.40	70.8
4080.60	68.8
4080.80	69.6
4081.00	71.6
4081.20	73.4
4081.40	71.47
4081.60	69.6
4081.80	69.2
4082.00	67.6
4082.20	69.2
4082.40	69.2
4082.60	70.8
4082.80	70.8
4083.00	71.2
4083.20	71.6
4083.40	74.6
4083.60	73.6
4083.80	70.8
4084.00	68.4
4084.20	67.2
4084.40	69.6
4084.60	72.8
4084.80	71.8
4085.00	71.2
4085.20	73.2
4085.40	68
4085.60	64.4
4085.80	72.8
4086.00	73.2
4086.20	71.6
4086.40	71.6
4086.60	73.6
4086.80	71.2
4087.00	74.4
4087.20	68.4
4087.40	70.4
4087.60	69.6
4087.80	72.8
4088.00	68.8
4088.20	67.2
4088.40	67
4088.60	66.8
4088.80	65.6
4089.00	72
4089.20	74.4
4089.40	74.8
4089.60	73.6
4089.80	73.6
4090.00	73.6
4090.20	70.8
4090.40	68.4
4090.60	67.2
4090.80	69.2
4091.00	72.8
4091.20	73.6
4091.40	75.2
4091.60	73.33
4091.80	70.8
4092.00	69.8
4092.20	70.8
4092.40	70.8
4092.60	70.8
4092.80	73.2
4093.00	71.8
4093.20	73
4093.40	75.6
4093.60	77.2
4093.80	73.2
4094.00	70.4
4094.20	72.2
4094.40	72.8
4094.60	69.2
4094.80	68.4
4095.00	70.8
4095.20	67.2
4095.40	71.2
4095.60	67.6
4095.80	71.2
4096.00	69.8
4096.20	71.2
4096.40	73.6
4096.60	70.4
4096.80	69.6
4097.00	67.6
4097.20	69.2
4097.40	71.4
4097.60	73.6
4097.80	70.4
4098.00	70.4
4098.20	73.2
4098.40	73.6
4098.60	71.6
4098.80	72.4
4099.00	72.8
4099.20	72.8
4099.40	71.47
4099.60	72.8
4099.80	72.8
4100.00	71.6
4100.20	71.6
4100.40	70.8
4100.60	68.8
4100.80	70.13
4101.00	74.4
4101.20	72.8
4101.40	70.4
4101.60	69.6
4101.80	69.6
4102.00	68
4102.20	67.4
4102.40	68.67
4102.60	70.8
4102.80	71.6
4103.00	73.6
4103.20	71.6
4103.40	71.2
4103.60	70.4
4103.80	71.2
4104.00	71.2
4104.20	71.2
4104.40	70.8
4104.60	68.8
4104.80	69.2
4105.00	71.2
4105.20	70.4
4105.40	72.8
4105.60	69.2
4105.80	70.8
4106.00	70.8
4106.20	71.6
4106.40	74.4
4106.60	73.2
4106.80	69.6
4107.00	71.2
4107.20	72.8
4107.40	74.8
4107.60	76.8
4107.80	74.8
4108.00	73.6
4108.20	69.4
4108.40	70.4
4108.60	69.2
4108.80	72.67
4109.00	72.8
4109.20	68.4
4109.40	67.2
4109.60	65.2
4109.80	68.8
4110.00	71.6
4110.20	72.4
4110.40	72.4
4110.60	68.67
4110.80	67.8
4111.00	67.2
4111.20	69.2
4111.40	67.6
4111.60	68.8
