Depth	Gamma
2839.60	79.28
2839.80	79.44
2840.00	79.60
2840.20	78.80
2840.40	80.67
2840.60	80.80
2840.80	80.60
2841.00	81.60
2841.20	80.00
2841.40	82.80
2841.60	82.80
2841.80	83.60
2842.00	83.00
2842.20	81.60
2842.40	80.80
2842.60	80.00
2842.80	77.87
2843.00	77.20
2843.20	76.80
2843.40	77.07
2843.60	77.20
2843.80	77.00
2844.00	78.80
2844.20	78.27
2844.40	77.80
2844.60	78.60
2844.8	80
2845	80.8
2845.2	81.6
2845.4	84
2845.6	84.8
2845.8	83.2
2846	82.8
2846.2	80
2846.4	81.73
2846.6	82.8
2846.8	80
2847	81.6
2847.2	80
2847.4	79.2
2847.6	82.8
2847.8	83.2
2848	80
2848.2	74.8
2848.4	79.6
2848.6	80.4
2848.8	81.2
2849	79.5
2849.2	78.5
2849.4	78.6
2849.6	79.33
2849.8	79.6
2850	77.87
2850.2	77.6
2850.4	77.6
2850.6	78.8
2850.8	79.6
2851	79.33
2851.2	80
2851.4	80.8
2851.6	80.8
2851.8	81.2
2852	81.6
2852.2	80
2852.4	79.2
2852.6	79.47
2852.8	79.4
2853	79
2853.2	78.8
2853.4	77.33
2853.6	76.8
2853.8	77.2
2854	75.2
2854.2	78.8
2854.4	79.12
2854.6	79.44
2854.8	80.4
2855	82
2855.2	81.2
2855.4	80
2855.6	79.4
2855.8	78.8
2856	74.6
2856.2	72.2
2856.4	72
2856.6	73.2
2856.8	74.8
2857	72.8
2857.2	78
2857.4	78
2857.6	77.2
2857.8	74.4
2858	71.6
2858.2	72.4
2858.4	73.2
2858.6	71.6
2858.8	74.4
2859	75.33
2859.2	75.6
2859.4	76.6
2859.6	77.6
2859.8	76.56
2860	76.88
2860.2	77.2
2860.4	76.8
2860.6	78.13
2860.8	76.4
2861	75.6
2861.2	75
2861.4	75.33
2861.6	76.4
2861.8	78.4
2862	79.2
2862.2	79.2
2862.4	76.4
2862.6	76
2862.8	75.6
2863	75.4
2863.2	75.2
2863.4	79.2
2863.6	78
2863.8	78.8
2864	79.2
2864.2	78.4
2864.4	79.6
2864.6	79.33
2864.8	78.4
2865	77.2
2865.2	76.4
2865.4	77.2
2865.6	78
2865.8	80.8
2866	80.27
2866.2	79.4
2866.4	77.6
2866.6	79
2866.8	80
2867	82.8
2867.2	82.6
2867.4	84
2867.6	84.8
2867.8	83.6
2868	80
2868.2	79.33
2868.4	78.67
2868.6	78
2868.8	79.2
2869	79.2
2869.2	83.7
2869.4	84.7
2869.6	84
2869.8	85.33
2870	84.8
2870.2	83.47
2870.4	83.4
2870.60	83.33
2870.80	82.00
2871.00	82.00
2871.20	82.00
2871.40	83.00
2871.60	84.27
2871.80	84.80
2872.00	84.70
2872.20	83.70
2872.40	80.80
2872.60	78.80
2872.80	77.87
2873.00	77.60
2873.20	74.80
2873.40	75.07
2873.60	75.70
2873.80	76.70
2874.00	78.20
2874.20	78.20
2874.40	77.33
2874.60	77.60
2874.80	79.60
2875.00	80.00
2875.20	77.60
2875.40	78.40
2875.60	80.80
2875.80	82.80
2876.00	80.80
2876.20	79.20
2876.40	79.20
2876.60	76.80
2876.80	79.60
2877.00	78.00
2877.20	82.00
2877.40	82.80
2877.60	80.40
2877.80	80.80
2878.00	81.60
2878.20	82.67
2878.40	84.00
2878.60	83.20
2878.80	82.40
2879.00	81.60
2879.20	80.00
2879.40	78.40
2879.60	76.93
2879.80	75.60
2880.00	77.60
2880.20	78.80
2880.40	80.80
2880.60	80.20
2880.80	79.33
2881.00	79.60
2881.20	79.20
2881.40	80.00
2881.60	80.80
2881.80	80.67
2882.00	79.60
2882.20	78.53
2882.40	78.00
2882.60	82.00
2882.80	83.60
2883.00	84.00
2883.20	84.80
2883.40	84.13
2883.60	85.20
2883.80	84.80
2884.00	85.60
2884.20	85.60
2884.40	84.80
2884.60	84.00
2884.80	82.00
2885.00	80.13
2885.20	79.60
2885.40	81.20
2885.60	79.20
2885.80	83.60
2886.00	82.00
2886.20	79.20
2886.40	81.20
2886.60	81.00
2886.80	80.80
2887.00	80.00
2887.20	82.80
2887.40	82.80
2887.60	83.33
2887.80	82.80
2888.00	83.80
2888.20	84.80
2888.40	84.13
2888.60	82.80
2888.80	83.60
2889.00	84.40
2889.20	85.07
2889.40	85.60
2889.60	84.80
2889.80	82.80
2890.00	82.80
2890.20	82.00
2890.40	81.47
2890.60	82.00
2890.80	83.60
2891.00	83.60
2891.20	83.20
2891.40	81.60
2891.60	79.92
2891.80	78.16
2892.00	76.40
2892.20	82.00
2892.40	83.07
2892.60	87.20
2892.80	86.13
2893.00	84.80
2893.20	84.40
2893.40	87.20
2893.60	86.40
2893.80	86.27
2894.00	86.80
2894.20	78.80
2894.40	82.80
2894.60	84.80
2894.80	84.80
2895.00	85.60
2895.20	84.00
2895.40	81.60
2895.60	83.20
2895.80	81.60
2896.00	86.00
2896.20	81.20
2896.40	81.60
2896.60	82.80
2896.80	82.80
2897.00	83.07
2897.20	83.47
2897.40	84.00
2897.60	83.80
2897.80	83.60
2898.00	86.00
2898.20	86.60
2898.40	87.20
2898.60	87.87
2898.80	86.00
2899.00	87.20
2899.20	84.00
2899.40	82.80
2899.60	83.60
2899.80	84.93
2900.00	86.80
2900.20	87.20
2900.40	85.40
2900.60	83.60
2900.80	82.00
2901.00	82.00
2901.20	82.80
2901.40	82.80
2901.60	84.13
2901.80	84.80
2902.00	83.80
2902.20	81.20
2902.40	79.87
2902.60	79.40
2902.80	79.80
2903.00	81.60
2903.20	82.40
2903.40	83.20
2903.60	83.33
2903.80	82.80
2904.00	83.20
2904.20	81.40
2904.40	79.73
2904.60	80.80
2904.80	81.20
2905.00	85.60
2905.20	82.80
2905.40	81.20
2905.60	79.60
2905.80	78.80
2906.00	76.80
2906.20	78.00
2906.40	86.00
2906.60	85.40
2906.80	84.80
2907.00	84.27
2907.20	84.40
2907.40	85.20
2907.60	82.00
2907.80	81.20
2908.00	80.80
2908.20	80.00
2908.40	79.73
2908.60	79.20
2908.80	80.00
2909.00	79.47
2909.20	81.20
2909.40	85.20
2909.60	84.40
2909.80	83.60
2910.00	84.80
2910.20	85.60
2910.40	86.80
2910.60	86.80
2910.80	84.80
2911.00	85.20
2911.20	82.27
2911.40	81.40
2911.60	81.87
2911.80	81.60
2912.00	83.73
2912.20	83.87
2912.40	82.00
2912.60	80.00
2912.80	81.87
2913.00	82.80
2913.2	82.8
2913.4	82.8
2913.6	83.6
2913.8	82.8
2914	85.6
2914.2	80.8
2914.4	81.6
2914.6	79.6
2914.8	82
2915	83.6
2915.2	81.6
2915.4	77.7
2915.6	78.7
2915.8	80.8
2916	80.8
2916.2	80.93
2916.4	81.2
2916.6	80.93
2916.8	80
2917	77.2
2917.2	76.67
2917.4	76.13
2917.6	75.6
2917.8	78
2918	81.2
2918.2	81.47
2918.4	81.73
2918.6	82
2918.8	80.8
2919	79.6
2919.2	80.67
2919.4	82
2919.6	80.67
2919.8	82
2920	82.2
2920.2	80.8
2920.4	81.6
2920.6	81.73
2920.8	81.2
2921	80.13
2921.2	80
2921.4	80.8
2921.6	81.6
2921.8	82.93
2922	83.33
2922.2	82.8
2922.4	81.12
2922.6	80.96
2922.8	80.8
2923	81.47
2923.2	77.2
2923.4	78
2923.6	80
2923.8	78
2924	83.6
2924.2	80
2924.4	75.6
2924.6	71.6
2924.8	75.6
2925	76.8
2925.2	81.2
2925.4	76.8
2925.6	78.8
2925.8	78.8
2926	77.6
2926.2	80.8
2926.4	83
2926.6	82.4
2926.8	81.4
2927	81.33
2927.2	81.6
2927.4	80.27
2927.6	79.8
2927.8	80
2928	80
2928.2	80
2928.4	79.2
2928.6	79.04
2928.8	79.52
2929	80
2929.2	81.07
2929.4	80.8
2929.6	81.6
2929.8	80.27
2930	80.8
2930.2	81.6
2930.4	83.9
2930.6	83.7
2930.8	84.4
2931	84.6
2931.2	83.4
2931.4	82.2
2931.6	81.33
2931.8	80.8
2932	79.6
2932.2	83.2
2932.4	82.8
2932.6	81.6
2932.8	85.2
2933	81.2
2933.2	84
2933.4	81.2
2933.6	82
2933.8	80
2934	78.8
2934.2	83.2
2934.4	83.6
2934.6	84.8
2934.8	81.8
2935	79.6
2935.2	79.07
2935.4	78.93
2935.6	79.2
2935.8	80.6
2936	82
2936.2	80.8
2936.4	81.28
2936.6	81.76
2936.8	82.53
2937	83.6
2937.2	83.6
2937.4	83.6
2937.6	82.8
2937.8	81
2938	79.2
2938.2	78.4
2938.4	78
2938.6	78
2938.8	79.8
2939	81.6
2939.2	82.24
2939.4	82.88
2939.6	83.27
2939.8	83.4
2940	83.53
2940.2	84
2940.4	84.8
2940.6	86.4
2940.8	88.8
2941	88.96
2941.2	89.12
2941.4	89.2
2941.6	88
2941.8	85.6
2942	83.33
2942.2	82
2942.4	81.8
2942.6	81.6
2942.8	82.93
2943.00	83.68
2943.20	83.84
2943.40	84
2943.60	85.2
2943.80	83.6
2944.00	81.2
2944.20	81.6
2944.40	78
2944.60	80.8
2944.80	86.8
2945.00	83.6
2945.20	81.6
2945.40	79.6
2945.60	84
2945.80	82
2946.00	80
2946.20	82.8
2946.40	82
2946.60	79.6
2946.80	81.6
2947.00	81.6
2947.20	82.67
2947.40	83.47
2947.60	84
2947.80	83.2
2948.00	83.2
2948.20	83.2
2948.40	83.12
2948.60	82.96
2948.80	82.8
2949.00	81.6
2949.20	80
2949.40	79.73
2949.60	79.33
2949.80	78.8
2950.00	80
2950.20	81
2950.40	81.87
2950.60	81.6
2950.80	81.73
2951.00	81.2
2951.20	82.2
2951.40	84
2951.60	84
2951.80	85.2
2952.00	82.8
2952.20	85
2952.40	82
2952.60	81.2
2952.80	79.2
2953.00	80
2953.20	84.8
2953.40	77.2
2953.60	85.2
2953.80	83.4
2954.00	83.2
2954.20	83.2
2954.40	84.2
2954.60	85.2
2954.80	86
2955.00	86.8
2955.20	87.6
2955.40	87.6
2955.60	87.6
2955.80	87.6
2956.00	87.07
2956.20	86.13
2956.40	84.8
2956.60	82.93
2956.80	81.73
2957.00	81.2
2957.20	80
2957.40	81.6
2957.60	82.4
2957.80	81.8
2958.00	82.4
2958.20	83.8
2958.40	83.4
2958.60	83.1
2958.80	82.9
2959.00	83.07
2959.20	83.6
2959.40	83.87
2959.60	84.4
2959.80	84.4
2960.00	83.6
2960.20	82.8
2960.40	82.27
2960.60	79.6
2960.80	81.2
2961.00	84
2961.20	82
2961.40	82
2961.60	84.8
2961.80	81.6
2962.00	85.2
2962.20	87.2
2962.40	84.8
2962.60	82.8
2962.80	83.2
2963.00	84
2963.20	85.2
2963.40	83.6
2963.60	83.6
2963.80	84.67
2964.00	85.1
2964.20	84.9
2964.40	83.5
2964.60	80.9
2964.80	79.47
2965.00	79.2
2965.20	80.27
2965.40	81.2
2965.60	82
2965.80	82.8
2966.00	82
2966.20	82.2
2966.40	79.6
2966.60	80.4
2966.80	81.2
2967.00	82
2967.20	82.4
2967.40	82.8
2967.60	83.28
2967.80	83.76
2968.00	84
2968.20	84
2968.40	81.6
2968.60	80.4
2968.80	79.2
2969.00	80.27
2969.20	82.8
2969.40	83.6
2969.60	82
2969.80	79.87
2970.00	79.4
2970.20	80.4
2970.40	81.4
2970.60	81.2
2970.80	81.2
2971.00	83.2
2971.20	77.6
2971.40	72.8
2971.60	77.2
2971.80	78.8
2972.00	73.6
2972.20	75.6
2972.40	79.2
2972.60	74.8
2972.80	81.2
2973.00	77.2
2973.20	77.84
2973.40	78.48
2973.60	80.2
2973.80	81.6
2974.00	81.6
2974.20	80.93
2974.40	79.6
2974.60	78.8
2974.80	78
2975.00	76.6
2975.20	78.8
2975.40	78.32
2975.60	78.96
2975.80	79.6
2976.00	79.6
2976.20	79.6
2976.40	79.28
2976.60	78.64
2976.80	78
2977.00	75.87
2977.20	75.73
2977.40	77.6
2977.60	75.6
2977.80	77.2
2978.00	77.2
2978.20	74.53
2978.40	74.2
2978.60	75.2
2978.80	75.2
2979.00	75.4
2979.20	75.6
2979.40	77.2
2979.60	77.2
2979.80	77.7
2980.00	78.7
2980.20	78.4
2980.40	78.4
2980.60	80
2980.80	80.8
2981.00	80.8
2981.20	78
2981.40	76.8
2981.60	77.6
2981.80	80.8
2982.00	80.27
2982.20	79.6
2982.40	78.8
2982.60	78
2982.80	77.47
2983.00	77.4
2983.20	76.4
2983.40	77.6
2983.60	77.4
2983.80	78.67
2984.00	80
2984.20	79.6
2984.40	80.53
2984.60	81.6
2984.80	82.93
2985.00	83.2
2985.20	82.4
2985.40	81.6
2985.60	75.6
2985.80	76.13
2986.00	77.2
2986.20	78.53
2986.40	81.2
2986.60	83.33
2986.80	83.6
2987.00	82.13
2987.20	83.2
2987.40	82.13
2987.60	79.4
2987.80	76.5
2988.00	75.1
2988.20	74.6
2988.40	76.13
2988.60	78.8
2988.80	79.6
2989.00	79.33
2989.20	78.8
2989.40	79.2
2989.60	81.5
2989.80	80.5
2990.00	80.4
2990.20	81.2
2990.40	80
2990.60	79.2
2990.80	77.8
2991.00	75.8
2991.20	73.8
2991.40	73
2991.60	71.87
2991.80	69.2
2992.00	69.5
2992.20	70.9
2992.40	73.6
2992.60	77.33
2992.80	79.6
2993.00	74.4
2993.20	73.07
2993.40	72.4
2993.60	72.4
2993.80	73.6
2994.00	74.8
2994.20	76.4
2994.40	77.2
2994.60	77.6
2994.80	78.67
2995.00	79.6
2995.20	79.2
2995.40	79.8
2995.60	79.2
2995.80	77
2996.00	75.33
2996.20	73.2
2996.40	74
2996.60	74.8
2996.80	72.8
2997.00	73.2
2997.20	73.2
2997.40	74
2997.60	75.6
2997.80	76.4
2998.00	76.8
2998.20	76.53
2998.40	76.8
2998.60	77.33
2998.80	76.8
2999.00	76.8
2999.20	74.8
2999.40	74.53
2999.60	73.8
2999.80	77.6
3000.00	76.8
3000.20	76.48
3000.40	75.04
3000.60	73.6
3000.80	75.2
3001.00	76.53
3001.20	77.2
3001.40	77.2
3001.60	76.13
3001.80	76
3002.00	77.6
3002.20	78.4
3002.40	77.6
3002.60	76.2
3002.80	73.2
3003.00	70.2
3003.20	69.3
3003.40	69.5
3003.60	71
3003.80	73.8
3004.00	75.2
3004.20	75.2
3004.40	74.8
3004.60	76.4
3004.80	79.2
3005.00	79.47
3005.20	80.4
3005.40	78.8
3005.60	79.33
3005.80	79.4
3006.00	79.07
3006.20	78.8
3006.40	76.2
3006.60	73.6
3006.80	71.6
3007.00	71.6
3007.20	71.6
3007.40	78.4
3007.60	80.8
3007.80	80
3008.00	79.2
3008.20	76.13
3008.40	75.6
3008.60	76.13
3008.80	76.53
3009.00	76.8
3009.20	77.07
3009.40	78.4
3009.60	79.8
3009.80	78.8
3010.00	78.8
3010.20	78.8
3010.40	77.6
3010.60	75.6
3010.80	74
3011.00	74.8
3011.20	77.2
3011.40	77
3011.60	76.8
3011.80	77.07
3012.00	76.53
3012.20	75.2
3012.40	74.13
3012.60	73.2
3012.80	73.47
3013.00	74.4
3013.20	77.2
3013.40	77.2
3013.60	76.2
3013.80	75.47
3014.00	75.2
3014.20	76.4
3014.40	76.56
3014.60	76.72
3014.80	75.2
3015.00	73.2
3015.20	72.4
3015.40	71.6
3015.60	71.6
3015.80	71.6
3016.00	71.6
3016.20	73.6
3016.40	75.2
3016.60	76.8
3016.80	77.6
3017.00	77.6
3017.20	77
3017.40	76.4
3017.60	73.2
3017.80	70.8
3018.00	70.8
3018.20	73.2
3018.40	75.6
3018.60	76.4
3018.80	77.2
3019.00	77
3019.20	75.8
3019.40	74.53
3019.60	73.2
3019.80	73.8
3020.00	74.4
3020.20	76.8
3020.40	76.8
3020.60	73.6
3020.80	72.4
3021.00	71.6
3021.20	72.4
3021.40	72.6
3021.60	72.8
3021.80	73.87
3022.00	74.8
3022.20	75.6
3022.40	78
3022.60	78.8
3022.80	79.2
3023.00	79.2
3023.20	79
3023.40	78
3023.60	73.2
3023.80	72.67
3024.00	71.4
3024.20	71.33
3024.40	73.2
3024.60	72.24
3024.80	71.28
3025.00	70.93
3025.20	71.2
3025.40	67.6
3025.60	69.73
3025.80	70.8
3026.00	72.2
3026.20	73.6
3026.40	73.6
3026.60	74.4
3026.80	74.67
3027.00	74.6
3027.20	71.6
3027.40	72.8
3027.60	71.2
3027.80	68.8
3028.00	67.6
3028.20	71.2
3028.40	72.8
3028.60	70.8
3028.80	72.8
3029.00	69.6
3029.20	69.6
3029.40	77.2
3029.6	69.6
3029.8	72.8
3030	71.2
3030.2	70.8
3030.4	68.8
3030.6	69.73
3030.8	71.6
3031	72.67
3031.2	74
3031.4	75.6
3031.6	75.33
3031.8	74
3032	72
3032.2	70.4
3032.4	66.8
3032.6	67.2
3032.8	69.2
3033	70.8
3033.2	74.4
3033.4	68.8
3033.6	67.2
3033.8	64.8
3034	64.8
3034.2	67.2
3034.4	69.6
3034.6	71.1
3034.8	70.9
3035	69.2
3035.2	68.4
3035.4	67.6
3035.6	68.8
3035.8	68.8
3036	67.6
3036.2	68.8
3036.4	69.2
3036.6	69.6
3036.8	70.93
3037	70.93
3037.2	69.6
3037.4	71.6
3037.6	70.8
3037.8	70.4
3038	72
3038.2	72.25
3038.4	71.15
3038.6	70.05
3038.8	68.95
3039	67.87
3039.2	66.8
3039.4	66.8
3039.6	69.2
3039.80	70.8
3040.00	70.2
3040.20	70.4
3040.40	71.4
3040.60	72
3040.80	72
3041.00	71.3
3041.20	70.7
3041.40	70.13
3041.60	69.6
3041.80	70.2
3042.00	69.47
3042.20	69.2
3042.40	67.2
3042.60	64.4
3042.80	64.24
3043.00	65.52
3043.20	66.8
3043.40	70.4
3043.60	71.52
3043.80	72.64
3044.00	69.2
3044.20	68.4
3044.40	67.07
3044.60	66.8
3044.80	67.6
3045.00	70.4
3045.20	68.8
3045.40	65.73
3045.60	64.4
3045.80	61.7
3046.00	62.7
3046.20	63.1
3046.40	62.9
3046.60	66.4
3046.80	65.6
3047.00	63.6
3047.20	67.2
3047.40	64.4
3047.60	66.8
3047.80	69.6
3048.00	69.2
3048.20	69.2
3048.40	68.4
3048.60	66.4
3048.80	67.2
3049.00	67.6
3049.20	67.2
3049.40	70.8
3049.60	70.4
3049.80	69.6
3050.00	70.13
3050.20	69.2
3050.40	69.6
3050.60	67.87
3050.80	66.8
3051.00	65.73
3051.20	66.2
3051.40	67.33
3051.60	67.6
3051.80	66.8
3052.00	67.33
3052.20	69.2
3052.40	68.8
3052.60	67.6
3052.80	67.6
3053.00	66.8
3053.20	66.4
3053.40	64.9
3053.60	63.5
3053.80	63.6
3054.00	65.73
3054.20	68.4
3054.40	67.87
3054.60	68
3054.80	68.4
3055.00	69.07
3055.20	70.4
3055.40	70.8
3055.60	68.2
3055.80	65.6
3056.00	65.52
3056.20	66.16
3056.40	66.8
3056.60	68.4
3056.80	65.6
3057.00	66.4
3057.20	66.67
3057.40	66.4
3057.60	66.4
3057.80	66.4
3058.00	66.4
3058.20	68.4
3058.40	71.6
3058.60	71.6
3058.80	72.4
3059.00	72.4
3059.20	71.33
3059.40	68.8
3059.60	69.6
3059.80	68.8
3060.00	71.2
3060.20	72.08
3060.40	71.44
3060.60	70.8
3060.80	70.93
3061.00	69.6
3061.20	67.33
3061.40	65.2
3061.60	64.4
3061.80	64.4
3062.00	64.4
3062.20	65.6
3062.40	65.6
3062.60	66.13
3062.80	66.53
3063.00	66.8
3063.20	66.8
3063.40	66.8
3063.60	68
3063.80	69.73
3064.00	70.8
3064.20	73.2
3064.40	69.2
3064.60	69.2
3064.80	68.4
3065.00	66.8
3065.20	65.93
3065.40	66.6
3065.60	67.27
3065.80	70
3066.00	71.8
3066.20	70.5
3066.40	69.1
3066.60	68.8
3066.80	69.6
3067.00	68
3067.20	66.4
3067.40	65.47
3067.60	65.2
3067.80	65.36
3068.00	65.52
3068.20	65.4
3068.40	65.6
3068.60	66.4
3068.80	68.4
3069.00	67.2
3069.20	67
3069.40	65.6
3069.60	61.6
3069.80	63.47
3070.00	64.8
3070.20	64.93
3070.40	64.4
3070.60	64.4
3070.80	65.4
3071.00	67.47
3071.20	69.6
3071.40	70.4
3071.60	69.6
3071.80	66.8
3072.00	65.73
3072.20	64.4
3072.40	64.4
3072.60	66
3072.80	66.6
3073.00	66.48
3073.20	66.64
3073.40	66.8
3073.60	65.6
3073.80	68.27
3074.00	69.2
3074.20	70
3074.40	70.8
3074.60	68.93
3074.80	68.4
3075.00	68
3075.20	68
3075.40	68.8
3075.60	67.89
3075.80	66.97
3076.00	66.06
3076.20	64.4
3076.40	64.2
3076.60	64.4
3076.80	65.4
3077.00	67
3077.20	66.4
3077.40	65.2
3077.60	66.8
3077.80	67.07
3078.00	66.64
3078.20	65.52
3078.40	64.4
3078.60	65.2
3078.80	66
3079.00	65.8
3079.20	65.8
3079.40	62.4
3079.60	62.4
3079.80	62
3080.00	64
3080.20	66.8
3080.40	68.8
3080.60	66.73
3080.80	65.8
3081.00	64.87
3081.20	64.4
3081.40	64.4
3081.60	64.4
3081.80	63.4
3082.00	62.4
3082.20	63
3082.40	64
3082.60	64.4
3082.80	65.07
3083.00	66.4
3083.20	66.4
3083.40	63.73
3083.60	62.47
3083.80	62.6
3084.00	62.73
3084.20	62.8
3084.40	64
3084.60	65.2
3084.80	63.2
3085.00	64.8
3085.20	64.4
3085.40	63.2
3085.60	61.87
3085.80	61.4
3086.00	61.6
3086.20	62.8
3086.40	58.4
3086.60	63.6
3086.80	61.2
3087.00	59.2
3087.20	61.6
3087.40	62.8
3087.60	60.4
3087.80	65.2
3088.00	60.6
3088.20	62.4
3088.40	60.8
3088.60	60.5
3088.80	59.9
3089.00	59.2
3089.20	59
3089.40	60.2
3089.60	61.6
3089.80	62.4
3090.00	62.8
3090.20	62.4
3090.40	63.2
3090.60	62.8
3090.80	64
3091.00	65.2
3091.20	63.33
3091.40	62.4
3091.60	62.4
3091.80	62.8
3092.00	63.6
3092.20	63.2
3092.40	62.67
3092.60	60.67
3092.80	57.2
3093.00	57.6
3093.20	57.2
3093.40	58
3093.60	60.4
3093.80	58.8
3094.00	59.07
3094.20	59.27
3094.40	59.4
3094.60	59.53
3094.80	60.4
3095.00	60.4
3095.20	59.4
3095.40	59
3095.60	54.4
3095.80	53.87
3096.00	54.8
3096.20	59.2
3096.40	59.6
3096.60	57.2
3096.80	55.2
3097.00	57.2
3097.20	54.4
3097.40	61.2
3097.60	58.4
3097.80	57.2
3098.00	57.6
3098.20	56.4
3098.40	53
3098.60	52.5
3098.80	51.9
3099.00	50.4
3099.20	50.4
3099.40	55.6
3099.60	59.33
3099.80	62.4
3100.00	64.4
3100.20	63.2
3100.40	61.2
3100.60	58.8
3100.80	55.6
3101.00	55.2
3101.20	57.44
3101.40	59.68
3101.60	61.3
3101.80	62.3
3102.00	61.6
3102.20	60.4
3102.40	58.8
3102.60	58.2
3102.80	57.6
3103.00	57.9
3103.20	58.5
3103.40	59.2
3103.60	59.8
3103.80	60.4
3104.00	59.87
3104.20	60.2
3104.40	60.4
3104.60	59.6
3104.80	58.8
3105.00	59.2
3105.20	58.8
3105.40	58
3105.60	57.2
3105.80	57
3106.00	56.8
3106.20	56.6
3106.40	56.4
3106.60	50
3106.80	49.2
3107.00	49.2
3107.20	51.6
3107.40	56.8
3107.60	59.4
3107.80	59
3108.00	57.1
3108.20	54.5
3108.40	52.67
3108.60	51.6
3108.80	53.6
3109.00	54.93
3109.20	56
3109.40	56.8
3109.60	58.4
3109.80	58.4
3110.00	57.6
3110.20	58.8
3110.40	59.07
3110.60	59.2
3110.80	57.44
3111.00	55.68
3111.20	54.2
3111.40	53.47
3111.60	53.2
3111.80	53.2
3112.00	55.2
3112.20	55.6
3112.40	56.8
3112.60	57.33
3112.80	56.6
3113.00	56.13
3113.20	57.2
3113.40	56.93
3113.60	56.4
3113.80	55.6
3114.00	56.8
3114.20	56.8
3114.40	57.07
3114.60	57.87
3114.80	59.2
3115.00	56.8
3115.20	57.2
3115.40	56.4
3115.60	59.6
3115.80	60.2
3116.00	59.2
3116.20	57.6
3116.40	59.2
3116.60	58.4
3116.80	57.2
3117.00	54.8
3117.20	61.84
3117.40	60.72
3117.60	59.6
3117.80	59.2
3118.00	60.8
3118.20	57.6
3118.40	61.2
3118.60	61.2
3118.80	59.2
3119.00	55.6
3119.20	55.6
3119.40	55.6
3119.60	57.2
3119.80	60.8
3120.00	60.8
3120.20	61.6
3120.40	60.8
3120.60	61.2
3120.80	57.2
3121.00	53.4
3121.20	52.2
3121.40	53.8
3121.60	55.8
3121.80	56.8
3122.00	56.8
3122.20	56
3122.40	55.6
3122.60	56.4
3122.80	54.4
3123.00	54.4
3123.20	55.2
3123.40	54.8
3123.60	58.4
3123.80	56.53
3124.00	55.4
3124.20	55
3124.40	54.4
3124.60	57.6
3124.80	55.2
3125.00	60.4
3125.20	59.2
3125.40	56.4
3125.60	54.4
3125.80	53.6
3126.00	56.8
3126.20	56.4
3126.40	60.4
3126.60	57.6
3126.80	57.6
3127.00	55.8
3127.20	55.6
3127.40	56.67
3127.60	54.8
3127.80	54
3128.00	52.8
3128.20	51.2
3128.40	55.6
3128.60	56.4
3128.80	57.2
3129.00	56.5
3129.20	58.3
3129.40	59
3129.60	58.93
3129.80	59.2
3130.00	58
3130.20	59.2
3130.40	58.4
3130.60	57.2
3130.80	56.8
3131.00	57.33
3131.20	57.2
3131.40	56.2
3131.60	55
3131.80	54.67
3132.00	55.2
3132.20	56.4
3132.40	56.4
3132.60	57.2
3132.80	57.6
3133.00	59.2
3133.20	59
3133.40	58.8
3133.60	54.8
3133.80	54.8
3134.00	56.8
3134.20	58.2
3134.40	60.4
3134.60	58.8
3134.80	53.6
3135.00	59.6
3135.20	54.8
3135.40	57.6
3135.60	57.6
3135.80	58.13
3136.00	59
3136.20	60.2
3136.40	60.6
3136.60	60
3136.80	60
3137.00	60.8
3137.20	59.2
3137.40	59.2
3137.60	59.2
3137.80	59.47
3138.00	58.6
3138.20	56.8
3138.40	55.2
3138.60	55.6
3138.80	57.47
3139.00	59
3139.20	61.2
3139.40	59.2
3139.60	58.4
3139.80	57.6
3140.00	56.27
3140.20	54.6
3140.40	54.8
3140.60	57.2
3140.80	58.8
3141.00	59.6
3141.20	59.6
3141.40	59.4
3141.60	59.6
3141.80	59.6
3142.00	58.8
3142.20	59
3142.40	58.3
3142.60	59.7
3142.80	59.4
3143.00	57.8
3143.20	58.4
3143.40	57.6
3143.60	57.6
3143.80	58
3144.00	58.4
3144.20	59.2
3144.40	60.8
3144.60	61.2
3144.80	61.6
3145.00	62
3145.20	62.4
3145.40	64.4
3145.60	64
3145.80	62.4
3146.00	61.6
3146.20	62.4
3146.40	60.8
3146.60	59.73
3146.80	60
3147.00	60.2
3147.20	59.12
3147.40	58.16
3147.60	57.2
3147.80	55.6
3148.00	55.2
3148.20	55.1
3148.40	56.5
3148.60	58.8
3148.80	58.8
3149.00	57.6
3149.20	58.67
3149.40	59.4
3149.60	59.3
3149.80	58.7
3150.00	59.2
3150.20	59.2
3150.40	59.2
3150.60	59.2
3150.80	58.4
3151.00	57
3151.20	60.4
3151.40	59.6
3151.60	59.6
3151.80	58.8
3152.00	58.6
3152.20	58.4
3152.40	58.67
3152.60	57.2
3152.80	55.33
3153.00	54.8
3153.20	53.73
3153.40	53.07
3153.60	52.8
3153.80	57.2
3154.00	57.6
3154.20	58
3154.40	58.4
3154.60	59.2
3154.80	61.2
3155.00	60.8
3155.20	58.8
3155.40	57.2
3155.60	57.2
3155.80	58.8
3156.00	60.4
3156.20	61.8
3156.40	63.33
3156.60	65.2
3156.80	63.2
3157.00	60.8
3157.20	59.6
3157.40	59.6
3157.60	58.4
3157.80	58.2
3158.00	60.4
3158.20	60.4
3158.40	57.6
3158.60	60.4
3158.80	59.2
3159.00	57.6
3159.20	57.2
3159.40	61.2
3159.60	60.4
