Depth	ROP	Gas
3440.4	5.88	169.2
3440.6	4.08	176.39
3440.8	3.50	178.45
3441	5.85	179.4
3441.2	6.30	182.5
3441.4	6.30	170.62
3441.6	6.30	170.5
3441.8	6.30	189.03
3442	6.30	224.64
3442.2	0.85	253.58
3442.4	1.11	286.13
3442.6	1.16	290.58
3442.8	1.07	302.7
3443	1.01	305.8
3443.2	1.01	309.99
3443.4	1.01	314.3
3443.6	1.02	317.45
3443.8	1.02	332.12
3444	0.98	341.5
3444.2	0.95	348.17
3444.4	0.95	348.17
3444.6	1.06	351.75
3444.8	1.00	358.98
3445	0.97	365.58
3445.2	0.96	371.66
3445.4	0.96	380.4
3445.6	0.99	383.44
3445.8	1.00	383.84
3446	1.04	386.94
3446.2	1.04	390.2
3446.4	0.95	393.93
3446.6	1.01	397.28
3446.8	1.05	400.3
3447	1.05	400.5
3447.2	0.94	400.61
3447.4	0.94	400.69
3447.6	0.94	403.56
3447.8	1.02	403.6
3448	0.99	400.81
3448.2	0.94	400.78
3448.4	0.94	401.14
3448.6	0.94	400.04
3448.8	0.94	402.87
3449	0.99	390.04
3449.2	0.93	386.8
3449.4	0.94	383.53
3449.6	0.94	335.88
3449.8	0.94	334.69
3450	0.94	332.98
3450.2	0.94	252.87
3450.4	1.09	242.95
3450.6	1.09	231.37
3450.8	1.06	245.87
3451	1.04	276.25
3451.2	1.02	315.85
3451.4	1.04	339.4
3451.6	1.06	346.85
3451.8	1.06	349.69
3452	1.04	353.97
3452.2	1.07	357.12
3452.4	1.13	363.54
3452.6	1.11	384.69
3452.8	1.13	390.76
3453	1.13	394.04
3453.2	1.11	400.41
3453.4	1.10	403.39
3453.6	1.08	408.38
3453.8	1.08	409.26
3454	1.08	415.11
3454.2	1.09	423.43
3454.4	1.11	429.61
3454.6	1.11	429.95
3454.8	1.09	430.23
3455	1.07	435.6
3455.2	1.06	438.82
3455.4	1.06	438.82
3455.6	1.06	443.24
3455.8	1.10	445.9
3456	1.13	465.04
3456.2	1.08	461.66
3456.4	1.08	461.27
3456.6	1.02	463.89
3456.8	1.08	464.05
3457.2	1.13	463.47
3457.4	1.15	462.79
3457.6	1.13	462.07
3457.8	1.13	455.63
3458	1.13	454.93
3458.2	1.17	446.07
3458.4	6.07	292.25
3458.6	1.30	295.39
3458.8	1.48	296.07
3459	1.48	299.16
3459.2	0.96	308.51
3459.4	1.10	314.87
3459.6	1.10	318.68
3459.8	1.16	318.68
3460	1.21	321.89
3460.2	1.21	322.72
3460.4	1.12	332.27
3460.6	1.10	339.07
3460.8	1.10	342.86
3461	1.10	348.68
3461.2	1.11	361.24
3461.4	1.11	371.41
3461.6	1.09	260.14
3461.8	1.09	258.04
3462	1.09	232.12
3462.2	1.06	219.98
3462.4	1.32	219.64
3462.6	1.46	277
3462.8	1.40	339.78
3463	1.40	381.32
3463.2	1.15	392.3
3463.4	1.13	400.99
3463.6	1.13	406.44
3463.8	1.13	409.51
3464	1.13	416.33
3464.2	1.17	422.52
3464.4	1.17	425.66
3464.6	1.13	426.5
3464.8	1.10	426.73
3465	1.10	426.86
3465.2	1.10	427
3465.4	1.10	427.03
3465.6	1.10	427.04
3465.8	1.10	427.04
3466	1.10	426.94
3466.2	1.10	426.72
3466.4	1.14	426.64
3466.6	1.15	426.48
3466.8	1.15	422.83
3467	1.15	416.7
3467.2	1.10	409.23
3467.4	1.10	409.65
3467.6	41.96	406.46
3467.8	2.50	355.48
3468	1.35	355.45
3468.2	1.35	355.47
3468.4	1.08	355.62
3468.6	1.22	358.52
3468.8	1.22	358.72
3469	1.22	358.81
3469.2	1.24	362.46
3469.4	1.24	368.31
3469.6	1.24	368.4
3469.8	1.20	371.35
3470	1.20	380.22
3470.2	1.20	383.43
3470.4	1.15	387.15
3470.6	1.16	392.07
3470.8	1.16	364.81
3471	1.22	332.04
3471.2	1.26	378.59
3471.4	1.26	452.83
3471.6	1.30	455.09
3471.8	1.34	455.62
3472	1.25	459.1
3472.2	1.22	459.37
3472.4	1.23	462.54
3472.6	1.23	463.61
3472.8	1.22	464.05
3473	1.27	464.12
3473.2	1.27	467.24
3473.4	1.27	467.32
3473.6	1.18	467.42
3473.8	1.18	467.55
3474	1.18	467.56
3474.2	1.23	467.78
3474.4	1.28	467.8
3474.6	1.20	473.38
3474.8	1.17	473.48
3475	1.23	476.43
3475.2	1.18	476.62
3475.4	1.17	479.66
3475.6	1.17	479.73
3475.8	1.17	482.67
3476	1.24	482.7
3476.2	1.25	482.73
3476.4	1.25	479.89
3476.6	1.25	476.92
3476.8	1.44	471.79
3477	1.32	469.6
3477.2	1.39	443.78
3477.4	1.16	363.63
3477.6	1.39	363.43
3477.8	0.94	363.43
3478	0.96	366.29
3478.2	1.19	366.33
3478.4	1.20	373.38
3478.6	1.22	376.46
3478.8	1.22	378.86
3479	1.19	377.15
3479.2	1.19	381.55
3479.4	1.19	388.3
3479.6	1.19	391.4
3479.8	1.25	397.3
3480	1.11	402.8
3480.2	1.10	405.84
3480.4	1.10	406.15
3480.6	1.10	412.08
3480.8	1.10	415.09
3481	1.11	421.07
3481.2	1.11	427.32
3481.4	1.11	439.5
3481.6	1.11	441.46
3481.8	1.18	445.09
3482	1.15	448.1
3482.2	1.14	448.15
3482.4	1.14	452.35
3482.6	1.35	350.36
3482.8	1.25	338.64
3483	1.25	314.27
3483.2	1.12	306.22
3483.4	1.12	366.53
3483.6	1.12	432.26
3483.8	1.17	453.79
3484	1.25	457.55
3484.2	1.25	471.3
3484.4	1.25	474.57
3484.6	1.25	477.33
3484.8	1.25	477.5
3485	1.14	481.08
3485.2	1.14	480.79
3485.4	1.15	483.97
3485.6	1.13	483.98
3485.8	1.17	483.99
3486	1.16	483.32
3486.2	1.16	483.23
3486.4	1.18	479.69
3486.6	1.20	478.96
3486.8	2.83	466.97
3487	2.83	459.57
3487.2	1.15	456.5
3487.4	1.18	453.64
3487.6	1.18	453.63
3487.8	1.24	450.69
3488	1.24	450.6
3488.2	1.24	447.77
3488.4	1.34	447.79
3488.6	1.28	447.78
3488.8	1.28	447.87
3489	1.28	447.96
3489.2	1.43	450.95
3489.4	1.43	450.37
3489.6	1.07	453.22
3489.8	1.41	451.55
3490	1.36	455.2
3490.2	1.36	455.35
3490.4	1.36	457.33
3490.6	1.26	460.35
3490.8	1.24	460.37
3491	1.23	463.29
3491.2	1.23	464.1
3491.4	1.26	464.27
3491.6	1.29	463.86
3491.8	1.29	393.59
3492	1.26	367.6
3492.2	1.29	451.66
3492.4	1.29	482.9
3492.6	1.33	489.96
3492.8	1.25	495.87
3493	1.22	496.23
3493.2	1.22	499.44
3493.4	1.23	499.68
3493.6	1.24	502.64
3493.8	1.27	502.72
3494	1.24	502.74
3494.2	1.29	503
3494.4	1.25	502.45
3494.6	1.25	502.43
3494.8	1.27	497.49
3495	1.36	495.24
3495.2	1.35	492.18
3495.4	1.32	486.18
3495.6	1.28	483.21
3495.8	1.28	468.16
3496	1.28	461.87
3496.2	1.28	445.71
3496.4	1.68	333.39
3496.6	1.68	335.67
3496.8	1.21	339.38
3497	0.98	342.51
3497.2	1.00	345.74
3497.4	1.27	349.08
3497.6	1.18	363.45
3497.8	1.18	369.42
3498	1.18	369.62
3498.2	1.18	373.99
3498.4	1.11	377.28
3498.6	1.11	380.58
3498.8	1.11	384.21
3499	1.11	384.39
3499.2	1.11	394.06
3499.4	1.11	397.14
3499.6	1.11	405.74
3499.8	1.10	409.57
3500	1.13	412.81
3500.2	1.13	416.54
3500.4	1.11	419.72
3500.6	1.11	420.54
3500.8	1.18	423.58
3501	1.18	426.69
3501.2	1.23	433.66
3501.4	1.23	436.33
3501.6	1.21	442.1
3501.8	1.15	441.1
3502	1.16	440.29
3502.2	1.17	443.2
3502.4	1.14	443.44
3502.6	1.17	445.76
3502.8	1.18	445.84
3503	1.19	445.82
3503.2	1.21	447.97
3503.4	1.21	447.29
3503.6	1.21	447.16
3503.8	1.18	443.55
3504	1.18	442.84
3504.2	1.18	442.77
3504.4	1.14	437.21
3504.6	1.16	432.88
3504.8	1.15	426.94
3505	1.15	421.44
3505.2	1.16	417.44
3505.4	1.18	405.56
3505.6	1.31	399.62
3505.8	1.33	396.33
3506	1.22	392.98
3506.2	1.20	389.75
3506.4	5.65	393.25
3506.6	5.65	362.53
3506.8	1.55	359.55
3507	1.18	359.56
3507.2	1.35	359.64
3507.4	1.41	359.67
3507.6	1.46	359.67
3507.8	1.44	362.46
3508	1.32	363.36
3508.2	1.32	363.67
3508.4	1.32	366.54
3508.6	1.29	366.54
3508.8	1.29	366.57
3509	1.29	366.6
3509.2	1.29	367.63
3509.4	1.41	290.85
3509.6	1.34	284.27
3509.8	1.34	261.28
3510	1.34	332.68
3510.2	1.45	370.9
3510.4	1.45	385.04
3510.6	1.45	379.46
3510.8	1.45	379.66
3511	1.45	379.05
3511.2	1.34	379.09
3511.4	1.36	377.92
3511.6	1.37	375.11
3512	1.34	375.22
3512.2	1.27	371.77
3512.4	1.21	372.41
3512.6	1.32	371.7
3512.8	1.34	371.72
3513	1.36	368.65
3513.2	1.36	363.87
3513.4	1.45	361.6
3513.6	1.34	359.18
3513.8	1.3	359.02
3514	1.28	356.43
3514.2	1.31	350.53
3514.4	1.33	347.39
3514.6	1.33	335.1
3514.8	1.32	329.09
3515	1.36	318.32
3515.2	1.38	306.57
3515.4	1.44	296.32
3515.6	0.82	234.96
3515.8	1.41	238.32
3516	1.41	244.23
3516.2	0.93	252.86
3516.4	1.12	260.45
3516.6	1.13	261.28
3516.8	1.13	268.12
3517	1.13	270.27
3517.2	1.13	271.11
3517.4	1.13	273.67
3517.6	1.13	276.97
3517.8	1.08	277.22
3518	1.1	283.15
3518.2	1.16	286.98
3518.4	1.16	294.02
3518.6	1.16	299.38
3518.8	1.19	306.76
3519	1.15	304.49
3519.2	1.2	306.9
3519.4	1.2	309.3
3519.6	1.13	309.46
3519.8	1.15	312.61
3520	1.15	312.77
3520.2	1.13	315.88
3520.4	1.19	315.92
3520.6	1.19	318.81
3520.8	1.34	319.6
3521	1.34	321.91
3521.2	1.13	322.08
3521.4	1.15	322.14
3521.6	1.33	322.25
3521.8	1.53	321.79
3522	1.42	321.17
3522.2	1.42	317.64
3522.4	1.21	316.77
3522.6	1.21	312.64
3522.8	1.21	305.83
3523	1.21	300.43
3523.2	1.17	291.78
3523.4	1.17	283.06
3523.6	1.14	279.15
3523.8	1.15	271.32
3524	1.15	263.18
3524.2	1.13	263.18
3524.4	1.14	244.57
3524.6	1.13	243.39
3524.8	1.13	228.22
3525	4.35	227.94
3525.2	8	104.7
3525.4	10.14	119.59
3525.6	11.03	126.87
3525.8	8.38	129.52
3526	6.2	128.65
3526.2	4.47	132.9
3526.4	4.89	135.77
3526.6	3.37	133.08
3526.8	3.91	140.19
3527	4.47	145.92
3527.2	2.89	151.98
3527.4	3.01	155.97
3527.6	2.64	159.14
3527.8	3.59	134.52
3528	2.59	176.75
3528.2	2.75	189.47
3528.4	5.67	192.04
3528.6	6.3	225.81
3528.8	6.3	232.28
3529	1.06	233.22
3529.2	1.07	239.81
3529.4	1.11	240.59
3529.6	1.13	240.23
3529.8	1.2	242.27
3530	1.15	242.47
3530.2	1.13	247.2
3530.4	1.09	247.8
3530.6	1.08	250.6
3530.8	1.08	253.4
3531	1.06	253.4
3531.2	1.11	266.49
3531.4	1.11	270.42
3531.6	1.07	276.36
3531.8	1.1	279.55
3532	1.1	279.7
3532.2	1.08	282.66
3532.4	1.07	282.9
3532.6	1.07	283.06
3532.8	1.19	283.12
3533	1.19	283.15
3533.2	1.14	283.16
3533.4	1.17	283.67
3533.6	1.17	283.69
3533.8	1.17	280.8
3534	1.17	277.64
3534.2	2.29	282.92
3534.6	1.33	208.76
3534.8	1.33	215.33
3535	0.98	184.4
3535.2	0.94	184.4
3535.4	0.94	221.57
3535.6	1.15	225.49
3535.8	1.14	228.57
3536	1.14	229.29
3536.2	1.15	232.46
3536.4	1.14	238.22
3536.6	1.08	244.66
3536.8	1.1	247.38
3537	1.12	247.73
3537.2	1.13	250.92
3537.4	1.11	253.72
3537.6	1.11	253.72
3537.8	1.06	257.19
3538	1.06	101.24
3538.2	1.08	267.44
3538.4	1.13	270.51
3538.6	1.13	277.02
3538.8	1.07	283.02
3539	1.07	285.81
3539.2	1.1	289.5
3539.4	1.1	295.39
3539.6	1.1	294.53
3539.8	1.1	294.75
3540	1.08	298.01
3540.2	1.08	297.6
3540.4	1.08	300.7
3540.6	1.11	303.78
3540.8	1.1	304.06
3541	1.13	307.16
3541.2	1.13	310.12
3541.4	1.13	309.02
3541.60	1.17	311.89
3541.80	1.17	311.93
3542.00	1.17	311.93
3542.20	1.17	311.86
3542.40	1.11	311.28
3542.60	1.11	311.2
3542.80	1.13	310.97
3543.00	1.20	306.87
3543.20	1.20	305.9
3543.40	1.11	301.07
3543.60	1.11	300.87
3543.80	6.01	193.72
3544.00	1.47	205.29
3544.20	1.18	211.44
3544.40	1.12	224.09
3544.60	1.16	225.3
3544.80	1.22	229.31
3545.00	1.18	235.73
3545.20	1.18	244.45
3545.40	1.18	211
3545.60	0.93	248.55
3545.80	1.07	255.15
3546.00	1.06	258.52
3546.20	1.07	260.27
3546.40	1.08	260.68
3546.60	1.08	260.84
3546.80	1.05	267.45
3547.00	1.05	273.29
3547.20	1.03	276.28
3547.40	1.05	276.78
3547.60	1.04	280.52
3547.80	1.04	280.05
3548.00	1.06	282.67
3548.20	1.06	287.95
3548.40	1.05	289.42
3548.60	1.05	293.61
3548.80	1.06	302.24
3549.00	1.06	316.43
3549.20	1.08	316.76
3549.40	1.13	320.05
3549.60	1.13	320.19
3549.80	1.06	324.69
3550.00	1.06	327.64
3550.20	1.09	330.73
3550.40	1.11	334.7
3550.60	1.10	337.76
3550.80	1.08	338.52
3551.00	1.06	338.64
3551.20	1.09	341.55
3551.40	1.09	342.77
3551.60	1.09	343.27
3551.80	1.02	337.19
3552.00	1.02	336.8
3552.20	1.02	336.13
3552.40	1.05	330.89
3552.60	1.08	324.14
3552.80	1.08	310.57
3553.00	1.10	301.16
3553.20	5.04	269.24
3553.40	5.04	116.12
3553.60	0.88	116.1
3553.80	4.52	116.01
3554.00	9.77	113.14
3554.20	2.83	119.11
3554.40	5.31	119.32
3554.60	2.79	119.29
3554.80	4.45	118.94
3555.00	3.67	122.06
3555.20	3.35	122.81
3555.40	3.41	126.62
3555.60	3.32	132.84
3555.80	3.84	139.16
3556.00	3.79	142.31
3556.20	13.54	182.94
3556.40	2.33	193.76
3556.60	2.33	195.39
3556.80	2.33	195.59
3557.00	2.33	199.26
3557.20	0.81	205.9
3557.40	0.94	207.91
3557.60	0.99	212.23
3557.80	0.99	218.59
3558.00	0.99	224.37
3558.20	0.99	233.14
3558.40	0.99	236.1
3558.60	0.99	239.49
3558.80	0.99	239.88
3559.00	0.93	242.9
3559.20	0.94	243.19
3559.40	0.97	242.39
3559.60	1.07	246.34
3559.80	1.07	249.45
3560.00	1.05	249.78
3560.20	0.98	252.75
3560.40	0.96	252.89
3560.60	0.96	253.1
3560.80	0.95	256.74
3561.00	0.94	256.91
3561.20	0.93	259.86
3561.40	0.92	260.05
3561.60	0.94	260.29
3561.80	0.94	260.42
3562.00	1.01	266.2
3562.20	0.93	266.33
3562.40	0.90	267.02
3562.60	0.90	269.83
3562.80	0.91	269.82
3563.00	0.91	269.17
3563.20	0.91	269.11
3563.40	0.97	269.05
3563.60	1.00	268.92
3563.80	0.97	265.32
3564.00	0.97	264.34
3564.20	1.00	258.38
3564.40	1.00	158.09
3564.60	1.00	164.89
3564.80	1.00	171.57
3565.00	1.02	174.53
3565.20	1.02	178.58
3565.40	0.97	178.89
3565.60	1.06	184.02
3565.80	1.07	184.79
3566.00	1.06	190.96
3566.20	1.06	194.06
3566.40	1.08	194.31
3566.60	1.08	197.25
3566.80	1.03	197.63
3567.00	1.12	200.71
3567.20	1.15	203.83
3567.40	1.13	206.88
3567.60	1.13	210.92
3567.80	1.04	218.94
3568.00	1.04	224.83
3568.20	1.06	227.84
3568.40	1.02	231.84
3568.60	1.03	234.81
3568.80	1.03	243.5
3569.00	1.03	247.2
3569.20	0.97	254.78
3569.40	0.97	255.29
3569.60	0.99	255.51
3569.80	1.02	257.44
3570.00	1.01	255.78
3570.20	1.00	255.42
3570.40	0.99	255.59
3570.60	0.99	258.48
3570.80	1.04	258.59
3571.00	1.06	257.48
3571.20	1.06	256.89
3571.40	1.09	256.79
3571.60	1.03	256.6
3571.80	1.01	253.1
3572.00	1.01	249.41
3572.20	1.06	246.38
3572.40	1.08	174.44
3572.60	1.08	174.43
3572.80	0.93	175.07
3573.00	0.93	175.18
3573.20	0.92	175.23
3573.40	1.00	178.8
3573.60	1.01	182.46
3573.80	1.00	187.39
3574.00	0.99	187.53
3574.20	0.99	187.6
3574.40	0.99	190.57
3574.60	0.99	190.64
3574.80	0.99	193.74
3575.00	0.97	158.57
3575.20	0.98	150.43
3575.40	0.98	144.54
3575.60	0.96	137.12
3575.80	0.96	127.59
3576.00	0.96	133.69
3576.20	0.97	150.46
3576.40	0.97	173.09
3576.60	1.03	207.08
3576.80	1.03	213.16
3577.00	1.03	219.81
3577.20	1.05	190.2
3577.40	1.02	225.19
3577.60	0.98	225.24
3577.80	0.98	225.73
3578.00	1.00	228.84
3578.20	1.01	229.7
3578.40	1.04	229.98
3578.60	1.04	232.32
3578.80	1.05	232.56
3579.00	1.05	232.63
3579.20	1.03	232.75
3579.40	1.02	232.18
3579.60	1.02	231.61
3579.80	1.00	227.02
3580.00	1.00	226.99
3580.20	1.00	226.85
3580.40	1.05	223.86
3580.60	1.04	223.6
3580.80	1.03	223.46
3581.00	0.98	219.75
3581.20	0.98	208.29
3581.40	3.37	205.49
3581.60	3.37	187.86
3581.80	13.61	185.38
3582.00	1.33	185.41
3582.20	0.97	185.49
3582.40	0.74	189.75
3582.60	1.09	192.62
3582.80	1.07	192.66
3583.00	1.05	192.16
3583.20	1.05	195.84
3583.40	1.07	201.26
3583.60	1.05	201.91
3583.80	1.05	201.07
3584.00	1.05	201.74
3584.20	1.05	201.95
3584.40	1.06	173.46
3584.60	1.06	123.69
3584.80	1.13	156.03
3585.00	1.14	163.43
3585.20	1.16	180.67
3585.40	1.10	200.86
3585.60	1.09	207.29
3585.80	1.08	214.11
3586.00	1.08	217.13
3586.20	1.08	183.4
3586.40	1.08	220.55
3586.60	1.09	218.77
3586.80	1.09	219.85
3587.00	1.10	220.2
3587.20	1.13	223.23
3587.40	1.15	223.33
3587.60	1.15	226.44
3587.80	1.15	227.38
3588.00	1.15	230.97
3588.20	1.07	233.98
3588.40	1.14	234.8
3588.60	1.14	234.89
3588.80	1.13	235.58
3589.00	1.09	238.61
3589.20	1.12	238.65
3589.40	1.08	238.66
3589.60	1.09	238.64
3589.80	1.10	238.63
3590.00	1.12	238.46
3590.20	1.14	234.88
3590.40	1.08	231.29
3590.60	1.09	224.84
3590.80	1.12	224.68
3591.00	1.27	218.03
3591.20	1.27	139.18
3591.40	1.18	142.83
3591.60	0.80	146.59
3591.80	0.72	146.82
3592.00	0.72	150.12
3592.20	0.94	153.5
3592.40	1.00	128.83
3592.60	0.99	131.7
3592.80	0.99	178.88
3593.00	0.99	184.6
3593.20	0.99	184.87
3593.40	0.97	188.08
3593.60	0.97	188.21
3593.80	0.97	188.81
3594.00	0.97	193.07
3594.20	0.97	193.94
3594.40	0.97	194.12
3594.60	0.99	197.37
3594.80	0.94	201.19
3595.00	0.97	204.06
3595.20	0.99	173.2
3595.40	1.08	213.85
3595.60	1.10	213.85
3595.80	1.05	172.33
3596.00	1.05	165.92
3596.20	1.01	162.1
3596.40	1.03	156.17
3596.60	1.02	144.49
3596.80	0.99	163.92
3597.00	0.99	192.09
3597.20	0.99	214.06
3597.40	1.06	225.83
3597.60	1.03	229.75
3597.80	1.01	233.99
3598.00	1.04	234.9
3598.20	1.03	238.53
3598.40	1.02	238.68
3598.60	1.02	238.82
3598.80	1.02	238.94
3599.00	1.05	239
3599.20	1.03	236.17
3599.40	1.01	236.1
3599.60	1.01	235.36
3599.80	1.01	235.3
3600.00	1.01	232.45
3600.20	1.01	231.69
3600.40	1.01	228.16
3600.60	1.02	227.51
3600.80	1.02	220.95
3601	2.55	151.7
3601.2	2.55	151.77
3601.4	0.95	154.73
3601.6	0.92	154.78
3601.8	1.11	158.5
3602	1.12	159.29
3602.2	1.12	162.4
3602.4	1.11	166.67
3602.6	1.09	166.82
3602.8	1.06	171.21
3603	1.06	179.48
3603.2	1.07	180.88
3603.4	1.12	186.21
3603.6	1.10	194.01
3603.8	1.07	197.18
3604	1.12	210.95
3604.2	1.12	213.32
3604.4	1.10	213.78
3604.6	1.08	216.99
3604.8	1.17	220.32
3605	1.17	189.6
3605.2	1.12	226.74
3605.4	1.11	230.22
3605.6	1.14	233.52
3605.8	1.26	233.73
3606	1.24	236.83
3606.2	1.24	237.02
3606.4	1.23	240.58
3606.6	1.14	240.74
3606.8	1.14	241.57
3607	1.10	241.02
3607.2	1.11	241.09
3607.4	1.16	241.22
3607.6	1.13	240.65
3607.8	1.13	240.66
3608	1.13	240.7
3608.2	1.16	240.77
3608.4	1.15	240.17
3608.6	1.14	240.16
3608.8	1.14	238.92
3609	1.15	238.9
3609.2	1.17	238.27
3609.4	1.13	235.3
3609.6	1.17	234.38
3609.8	1.27	229.92
3610	1.40	221.01
3610.2	5.36	101.08
3610.4	0.84	113.17
3610.6	1.34	141.56
3610.8	1.34	147.56
3611	1.34	164.24
3611.2	1.00	154.45
3611.4	1.10	164.13
3611.6	1.05	167.21
3611.8	1.05	171.11
3612	1.05	171.29
3612.2	1.05	174.42
3612.4	1.05	175.38
3612.6	1.05	181.17
3612.8	1.05	187.21
3613	1.05	191.03
3613.2	1.05	191.97
3613.4	0.98	195.15
3613.6	0.96	196.02
3613.8	0.97	196.27
3614	1.00	198.79
3614.2	0.99	198.92
3614.4	1.01	202.14
3614.6	0.99	205.13
3614.8	0.99	211.65
3615	0.99	215.34
3615.2	1.07	181.6
3615.4	1.04	181.6
3615.6	1.04	181.6
3615.8	1.04	185
3616	1.04	219.3
3616.2	1.00	222.8
3616.4	1.00	189
3616.6	1.07	223.99
3616.8	1.07	226.91
3617	1.03	229.91
3617.2	1.01	229.97
3617.4	1.00	233.04
3617.6	1.00	233.64
3617.8	1.01	233.64
3618	1.00	233.38
3618.2	1.00	233.42
3618.4	1.04	235.62
3618.6	1.09	232.82
3618.8	1.03	235.59
3619	1.00	232.79
3619.2	1.00	232.79
3619.4	1.10	231.97
3619.6	1.13	228.57
3619.8	1.91	198.09
3620	2.07	193.76
3620.2	2.07	193.54
3620.4	0.88	193.5
3620.6	1.02	190.61
3620.8	1.08	190.58
3621	1.08	190.54
3621.2	1.08	193.45
3621.4	1.08	193.48
3621.6	1.08	193.66
3621.8	1.08	195.05
3622	1.07	195.09
3622.2	1.07	198.66
3622.4	1.07	198.7
3622.6	1.07	201.58
3622.8	1.17	201.66
3623	1.22	201.77
3623.2	1.21	204.75
3623.4	1.23	205.39
3623.6	1.14	208.45
3623.8	1.11	207.95
3624	1.11	208.09
3624.2	1.09	208.16
3624.4	1.04	211.01
3624.6	1.06	211.07
3624.8	1.12	211.74
3625	1.13	211.81
3625.2	1.10	214.63
3625.4	1.11	214.66
3625.6	1.03	214.68
3625.8	1.02	214.71
3626	1.02	214.74
3626.2	1.04	181
3626.4	1.04	183.8
3626.6	1.06	183.8
3626.8	1.06	181
3627	1.05	183.8
3627.2	1.07	181
3627.4	1.07	181
3627.6	1.09	214.04
3627.8	1.06	210.99
3628	1.09	210.93
3628.2	1.10	204.97
3628.4	1.08	201.45
3628.6	1.08	197.67
3628.8	1.08	196.09
3629	75.00	191.68
3629.2	75.00	110.41
3629.4	0.91	111.91
3629.6	0.91	116.3
3629.8	0.91	116.3
3630	0.74	119.29
3630.2	0.74	126.2
3630.4	0.89	129.67
3630.6	0.89	130.39
3630.8	0.89	134.47
3631	0.89	134.77
3631.2	0.90	138.47
3631.4	0.88	145.22
3631.6	0.88	148.18
3631.8	0.89	154.94
3632	0.90	155.16
3632.2	0.90	155.3
3632.4	0.90	158.39
3632.6	0.89	158.62
3632.8	0.91	163.57
3633	0.91	164.39
3633.2	0.91	170.5
3633.4	0.91	174.2
3633.6	0.91	177.97
3633.8	0.92	180.01
3634	0.92	182.88
3634.2	0.95	183.2
3634.4	0.95	182.77
3634.6	0.91	185.94
3634.8	0.91	185.6
3635	0.92	185.23
3635.2	0.92	188.16
3635.4	0.92	188.36
3635.6	0.93	194.39
3635.8	0.93	197.34
3636	0.95	197.43
3636.2	0.93	197.56
3636.4	0.91	200.54
3636.6	0.91	200.65
3636.8	0.91	200.74
3637	0.88	200.86
3637.2	0.90	203.7
3637.4	0.90	203.84
3637.6	0.90	204
3637.8	0.93	206.96
3638	0.93	207.13
3638.2	0.92	210.01
3638.4	0.88	210.17
3638.6	0.87	210.29
3638.8	0.91	210.31
3639	0.91	176.6
3639.2	0.92	179.4
3639.4	0.91	179.4
3639.6	0.90	180
3639.8	0.91	213.65
3640	0.91	213.62
3640.2	0.96	213.63
3640.4	0.97	216.47
3640.6	0.97	216.5
3640.8	0.99	216.57
3641	1.16	216.62
3641.2	1.05	216.62
3641.4	0.98	216.62
3641.6	0.98	216.91
3641.8	0.98	217.03
3642	0.98	217.15
3642.2	0.98	220.16
3642.4	1.00	220.24
3642.6	1.00	223.1
3642.8	1.00	223.09
3643	0.99	223.13
3643.2	0.99	223.13
3643.4	0.99	223.17
3643.6	1.02	223.25
3643.8	1.04	223.32
3644	1.03	223.33
3644.2	1.00	223.29
3644.4	1.01	223.32
3644.6	1.00	226.21
3644.8	0.99	226.3
3645	0.99	226.42
3645.2	0.97	226.4
3645.4	0.97	226.45
3645.6	1.03	226.44
3646	1.00	226.41
3646.2	1.03	226.31
3646.4	1.03	226.25
3646.6	1.00	226.8
3646.8	1.00	226.64
3647	1.09	138.01
3647.2	1.11	137.2
3647.4	1.13	128.47
3647.6	1.13	121.91
3647.8	1.11	127.19
3648	1.11	149.48
3648.2	1.11	118.41
3648.4	0.78	119.79
3648.6	0.78	120.52
3648.8	0.78	123.38
3649	0.76	123.58
3649.2	0.89	127.17
3649.4	0.89	130.87
3649.6	0.96	130.95
3649.8	0.93	141.14
3650	0.93	141.36
3650.2	0.90	145.05
3650.4	0.90	148.16
3650.6	0.90	148.54
3650.8	0.93	156.68
3651	0.93	156.85
3651.2	0.96	159.96
3651.4	0.95	162.91
3651.6	0.95	166.67
3651.8	0.92	166.74
3652	0.97	169.83
3652.2	0.98	170.8
3652.4	1.01	175.11
3652.6	0.99	175.82
3652.8	0.97	183.76
3653	0.96	184.59
3653.2	0.96	184.69
3653.4	0.97	187.87
3653.6	0.96	189.09
3653.8	0.97	192.03
3654	0.97	191.62
3654.2	0.99	191.89
3654.4	1.15	192.04
3654.6	1.15	194.94
3654.8	1.15	195.07
3655	1.00	195.17
3655.2	1.00	198.15
3655.4	1.00	198.22
3655.6	0.99	198.38
3655.8	1.03	198.52
3656	1.03	201.39
3656.2	1.03	201.4
3656.4	1.01	201.4
3656.6	1.02	201.41
3656.8	1.02	200.87
3657	0.95	203.73
3657.2	0.96	203.8
3657.4	0.93	203.85
3657.6	0.93	203.99
3657.8	0.97	204.1
3658	0.98	204.2
3658.2	0.98	207.08
3658.4	1.03	207.13
3658.6	1.03	207.18
3658.8	1.03	207.2
3659	0.99	207.23
3659.2	1.01	209.49
3659.4	1.00	208.39
3659.6	1.00	208.54
3659.8	1.01	208.54
3660	1.01	174.8
3660.2	1.05	174.8
3660.4	1.03	177.6
3660.6	1.07	177.6
3660.8	1.07	177.6
3661	0.97	177.6
3661.2	0.97	212.46
3661.4	0.97	212.53
