Depth	ROP	Gas
4285.8	1.14	394.58
4286	0.74	399.22
4286.2	0.85	416.36
4286.4	1.03	441.06
4286.6	1.05	471.97
4286.8	1.04	530.76
4287	1.00	567.83
4287.2	0.98	696.42
4287.4	1.02	1177.41
4287.6	1.03	1219.01
4287.8	0.99	1371.07
4288	0.98	1427.51
4288.2	0.98	1581.13
4288.4	0.98	1594.99
4288.6	0.94	2268.76
4288.8	0.93	2329.9
4289	0.96	2395.63
4289.2	10.00	2432.63
4289.4	0.97	2526.3
4289.6	0.97	2575.8
4289.8	1.14	2581.77
4290	1.11	2609.74
4290.2	1.04	2585.93
4290.4	1.05	2583.6
4290.6	1.07	2582.22
4290.8	1.06	2534.76
4291	1.10	2465.07
4291.2	1.17	2399.07
4291.4	1.23	2337.77
4291.6	1.16	2267.07
4291.8	1.05	2238.5
4292	1.02	1559.1
4292.2	0.97	1513.91
4292.4	0.97	1442.96
4292.6	0.95	1376.1
4292.8	0.84	1343.31
4293	0.83	1305.82
4293.2	0.83	1241.25
4293.4	0.78	1230.47
4293.6	0.76	1215.5
4293.8	0.76	1193.09
4294	0.76	1172.94
4294.2	6.67	695.31
4294.4	3.24	376.48
4294.6	2.66	368.19
4294.8	1.10	359.57
4295	0.92	353.01
4295.2	1.30	336.45
4295.4	1.33	324.03
4295.6	1.38	316.27
4295.8	1.49	300.86
4296	1.46	288.99
4296.2	1.44	269.8
4296.6	0.81	257.99
4296.8	1.09	241.05
4297	1.12	233.88
4297.2	1.08	229.23
4297.4	1.00	222.89
4297.6	0.88	216.06
4297.8	1.00	198.66
4298	1.12	191.32
4298.2	1.49	185.27
4298.4	1.25	177.28
4298.6	1.02	174.28
4298.8	1.16	163.61
4299	1.16	155.18
4299.2	0.91	148.72
4299.4	0.86	145.5
4299.6	1.10	139.57
4299.8	1.12	136.13
4300	3.97	98.4
4300.2	0.99	101.42
4300.4	1.77	102.54
4300.6	2.04	102.88
4300.8	5.60	106.41
4301	7.48	107.52
4301.2	10.83	115.56
4301.4	9.51	120.18
4301.6	5.26	116.78
4301.8	5.63	176.31
4302	4.17	361.42
4302.2	12.17	643.11
4302.4	3.35	307.51
4302.6	1.91	304.71
4302.8	0.90	304.1
4303	0.78	301.11
4303.2	0.77	296.97
4303.4	0.87	294.11
4303.6	0.99	293.91
4303.8	7.33	290.91
4304	2.25	272.85
4304.2	1.36	269.95
4304.4	0.85	269.88
4304.6	0.94	269.75
4304.8	1.12	270.33
4305	1.18	270.33
4305.2	1.16	267.86
4305.4	1.09	267.76
4305.6	1.06	270.09
4305.8	1.06	271.33
4306	1.06	268.5
4306.2	1.04	268.44
4306.4	1.05	263.22
4306.6	1.03	261.34
4306.8	1.02	261.25
4307	1.01	261.21
4307.2	0.99	261.11
4307.4	1.04	98.45
4307.6	1.22	255.19
4307.8	1.17	254.37
4308	1.05	251.49
4308.2	1.06	248.58
4308.4	1.07	248.45
4308.6	1.06	245.47
4308.8	1.05	245.34
4309	1.11	242.55
4309.2	1.16	245.46
4309.4	1.16	245.6
4309.6	1.11	254.67
4309.8	1.10	272.8
4310	1.07	353.33
4310.2	1.03	387.29
4310.4	1.02	491.31
4310.6	1.01	557.35
4310.8	0.98	675.27
4311	0.98	1190.81
4311.2	1.05	1285.94
4311.4	1.21	1351.62
4311.6	1.16	1362.27
4311.8	1.05	1386.93
4312	1.03	1395
4312.2	1.04	1411.08
4312.4	1.03	1413.47
4312.6	1.12	1413.59
4312.8	1.25	1411.3
4313	1.79	1368.46
4313.2	3.11	1262.17
4313.4	2.14	643.12
4313.6	1.83	271.39
4313.8	1.37	271.39
4314	0.76	271.54
4314.2	0.64	274.47
4314.4	0.80	274.61
4314.6	1.04	277.73
4314.8	0.99	283.71
4315	0.99	286.55
4315.2	0.98	286.9
4315.4	0.95	289.91
4315.6	0.93	292.89
4315.8	0.92	293.76
4316	0.92	293.96
4316.2	0.93	295.02
4316.4	0.94	295.26
4316.6	0.96	296.94
4316.8	0.95	298.23
4317	1.00	359.05
4317.2	0.97	384.54
4317.4	1.02	427.38
4317.6	1.10	451.94
4317.8	1.09	490.55
4318	1.01	521.47
4318.2	0.98	556.3
4318.4	1.02	569.77
4318.6	1.06	626.11
4318.8	1.08	638.02
4319	1.07	644.95
4319.2	1.10	647.07
4319.4	1.16	648.98
4319.6	1.10	646.28
4319.8	1.23	646.18
4320	1.19	634.65
4320.2	1.16	621.87
4320.4	1.13	603.11
4320.6	1.09	595.69
4320.8	1.04	592.64
4321	1.04	586.56
4321.2	1.08	1156.56
4321.4	1.08	619.89
4321.6	1.16	631.56
4321.8	1.19	1252.17
4322	1.10	1348.7
4322.2	1.02	1377
4322.4	1.00	1388.31
4322.6	1.00	1405.91
4322.8	1.00	1405.91
4323	13.10	1412.27
4323.2	1.79	623.47
4323.6	0.80	579.11
4323.8	0.87	484.33
4324	1.07	434.77
4324.2	4.77	409.78
4324.4	2.97	289.92
4324.6	1.10	289.28
4324.8	0.83	291.68
4325	0.67	291.8
4325.2	0.94	291.85
4325.4	1.06	291.28
4325.6	1.08	294.87
4325.8	1.11	294.92
4326	1.07	295.07
4326.2	1.06	295.11
4326.4	1.04	301.55
4326.6	1.05	301.79
4326.8	1.03	307.7
4327	1.02	311.39
4327.2	0.99	312.36
4327.4	0.97	327.41
4327.6	0.98	335.09
4327.8	1.00	356.14
4328	0.99	360.74
4328.2	1.00	373.34
4328.4	1.04	426.36
4328.6	1.15	464.22
4328.8	1.42	508.95
4329	1.52	531.61
4329.2	1.27	568.58
4329.4	1.06	598.73
4329.6	1.04	619.82
4329.8	0.98	635.54
4330	0.98	646.27
4330.2	1.06	651.19
4330.4	1.11	651.42
4330.6	1.16	651.73
4330.8	1.26	651.84
4331	1.16	649.02
4331.2	1.07	643.26
4331.4	1.07	624.83
4331.6	1.09	617.44
4331.8	1.07	608.49
4332	1.07	570.07
4332.2	1.10	554.15
4332.4	1.08	518.52
4332.6	8.86	353.11
4332.8	1.06	350.24
4333	1.25	346.94
4333.2	0.93	344
4333.4	0.70	343.94
4333.6	0.87	341.94
4333.8	1.02	338.99
4334	1.03	338.32
4334.2	1.01	333.66
4334.4	1.11	332.88
4334.6	1.15	330.54
4334.8	1.12	330.5
4335	1.04	330.5
4335.2	1.09	330.52
4335.4	1.09	334.16
4335.6	1.05	337.73
4335.8	1.04	337.77
4336	1.02	340.6
4336.2	1.01	347.73
4336.4	1.10	359
4336.6	1.14	393.47
4336.8	1.12	462.38
4337	1.06	558.61
4337.2	1.06	600.11
4337.4	1.06	625.68
4337.6	1.06	632.15
4337.8	1.11	633.75
4338	1.07	633.86
4338.2	1.11	389.45
4338.4	1.13	350.36
4338.6	1.13	434.17
4338.8	1.18	434.21
4339	1.25	424.49
4339.2	1.20	397.02
4339.4	1.10	387.22
4339.6	1.15	358.63
4339.8	1.22	331.72
4340	1.22	324.09
4340.2	1.17	143.57
4340.4	1.17	220.85
4340.6	1.14	224.58
4340.8	1.12	224.77
4341	1.13	225.09
4341.2	1.17	250.47
4341.4	1.17	272.7
4341.6	1.17	287.49
4341.8	1.14	296.54
4342	1.11	299.45
4342.2	1.11	301.11
4342.4	3.66	311.86
4342.6	2.78	310.74
4342.8	0.92	310.75
4343	0.95	310.26
4343.2	1.28	312.12
4343.4	1.33	311
4343.6	1.20	311.7
4343.8	1.14	315.38
4344	1.15	316.1
4344.2	1.12	319.09
4344.4	1.13	319.19
4344.6	1.14	322.8
4344.8	1.13	322.87
4345	1.18	324.21
4345.2	1.14	327.79
4345.4	1.15	327.92
4345.6	1.11	328.65
4345.8	1.17	331.63
4346	1.23	331.83
4346.2	1.21	335.46
4346.4	1.21	336.14
4346.6	1.19	343.36
4346.8	1.20	349.02
4347	1.27	367.94
4347.2	1.27	411.57
4347.4	1.28	434.6
4347.6	1.36	489.9
4347.8	1.24	516.18
4348	1.13	573.12
4348.2	1.12	617.18
4348.4	1.27	655.57
4348.6	1.36	681.88
4348.8	1.34	707.75
4349	1.26	709.73
4349.2	1.21	713.95
4349.4	1.22	720.1
4349.6	1.26	720.21
4349.8	1.21	720.31
4350	1.21	716.16
4350.2	1.22	712.91
4350.4	1.25	698.73
4350.6	1.23	260.41
4350.8	1.27	245.19
4351	1.22	236.62
4351.2	1.22	266.16
4351.4	1.42	368.7
4351.6	1.67	384.8
4352.2	2.80	394.6
4352.4	1.40	366.06
4352.6	1.10	366.69
4352.8	0.73	366.76
4353	0.67	367.41
4353.2	0.73	367.45
4353.4	1.04	367.53
4353.6	1.05	367.58
4353.8	1.05	374.07
4354	1.06	374.31
4354.2	1.12	386.48
4354.4	1.10	395.96
4354.6	1.09	405.8
4354.8	1.12	422.53
4355	1.10	458.13
4355.2	1.07	469.54
4355.4	1.04	497.79
4355.6	1.04	503.85
4355.8	1.02	509.75
4356	1.02	512.14
4356.2	1.04	546.49
4356.4	1.08	548.07
4356.6	1.08	551.12
4356.8	1.11	554.21
4357	1.07	557.57
4357.2	1.07	556.57
4357.4	1.10	556.54
4357.6	1.08	553.65
4357.8	1.06	545.35
4358	1.07	530.04
4358.2	1.05	479.73
4358.4	1.04	462.04
4358.6	1.05	436.74
4358.8	1.10	407.44
4359	1.08	386.2
4359.2	1.08	362.25
4359.4	1.10	312.12
4359.6	1.07	305.48
4359.8	1.01	296.85
4360	1.06	267.2
4360.2	1.12	259.47
4360.4	1.25	240.69
4360.6	1.46	220.9
4360.8	1.22	208
4361	1.19	194.6
4361.2	1.15	187.14
4361.4	1.06	178.76
4361.6	1.01	176.12
4361.8	4.58	123.62
4362	1.06	123.72
4362.2	4.85	127.92
4362.4	6.64	128.17
4362.6	1.98	134.8
4362.8	16.81	142.66
4363	3.45	144.02
4363.2	6.70	155.33
4363.4	3.61	171.61
4363.6	3.69	194.18
4363.8	6.86	223.12
4364	5.79	247.14
4364.2	2.48	274.55
4364.4	3.13	298.54
4364.6	3.38	312.67
4364.8	3.60	368.5
4365	1.66	368.6
4365.2	1.66	371.43
4365.4	1.08	376.83
4365.6	1.10	379.81
4365.8	1.14	380.12
4366	1.09	389.1
4366.2	1.07	404.21
4366.4	1.07	420.02
4366.6	1.06	460.01
4366.8	1.06	482.71
4367	1.08	517.75
4367.2	1.09	539.66
4367.4	1.06	564.88
4367.6	1.09	580.56
4367.8	1.12	599.39
4368	1.11	635.48
4368.2	1.12	673.51
4368.4	1.12	720.08
4368.6	1.08	1178.32
4368.8	1.07	1180.9
4369	1.11	1215.62
4369.2	1.11	1288.78
4369.4	1.07	1299.66
4369.6	1.07	1329.5
4369.8	1.08	1377.42
4370	1.05	1403.33
4370.2	1.03	1415.41
4370.4	1.05	1417.86
4370.6	1.09	1422.93
4370.8	1.10	1425.49
4371	1.14	1425.63
4371.2	9.15	1425.54
4371.4	2.02	405.72
4371.6	2.02	406.56
4371.8	0.78	409.96
4372	0.94	414.09
4372.2	1.16	417.07
4372.4	1.13	418.1
4372.6	1.13	421.76
4372.8	1.14	425.01
4373	1.14	425.2
4373.2	1.14	433.85
4373.4	1.10	437.01
4373.6	1.09	437.12
4373.8	1.20	464.98
4374	1.21	466.57
4374.2	1.14	472.71
4374.4	1.10	484.99
4374.6	1.09	523.95
4374.8	1.10	553.1
4375	1.10	600.54
4375.2	1.07	627.45
4375.4	1.07	642.83
4375.6	1.08	672.56
4375.8	1.10	1155.94
4376	1.09	1167.4
4376.2	1.14	1176.51
4376.4	1.21	1187.65
4376.6	1.14	1197.96
4376.8	1.16	1194.83
4377	1.16	1196.08
4377.2	1.16	1196.2
4377.4	1.19	1191.26
4377.6	1.24	1184.01
4377.8	1.34	1157.59
4378	1.31	701.42
4378.2	1.32	688.41
4378.4	1.22	660.83
4378.6	1.20	628.23
4378.8	1.21	606.65
4379	1.25	593.34
4379.2	1.24	559.7
4379.4	1.23	538.96
4379.6	1.22	534.05
4379.8	1.19	529.52
4380	1.18	526.52
4380.2	1.20	518.7
4380.4	1.12	515.15
4380.6	1.14	505.57
4380.8	1.19	499.12
4381	1.20	496.11
4381.2	1.24	492.21
4381.4	3.55	491.84
4381.6	3.18	484.61
4381.8	1.14	484.64
4382	0.87	481.8
4382.2	1.32	481.69
4382.4	1.59	481.58
4382.6	1.55	478.72
4382.8	1.40	478.62
4383	1.38	475.74
4383.2	1.45	474.83
4383.4	1.45	472.49
4383.6	1.38	472.34
4383.8	1.38	472.25
4384	1.32	472.15
4384.2	1.32	471.97
4384.4	1.37	474.86
4384.6	1.58	473.08
4384.8	1.73	470.53
4385	1.76	467.68
4385.2	2.06	464.19
4385.4	1.85	466.67
4385.6	1.63	471.16
4385.8	1.48	503.97
4386	1.41	601.45
4386.2	1.43	655.9
4386.4	1.41	693.85
4386.6	1.41	1180.32
4386.8	1.39	1246.93
4387	1.48	1305.24
4387.2	1.43	1330.05
4387.4	1.45	1345.56
4387.6	1.49	1346.25
4387.8	1.50	379.76
4388	1.39	355.77
4388.2	1.40	310.25
4388.4	1.38	402.06
4388.6	1.48	459.82
4388.8	1.43	476.99
4389	1.37	477.22
4389.2	1.46	470.35
4389.4	1.45	438
4389.6	1.38	358.87
4389.8	1.35	303.65
4390	2.79	280.45
4390.2	6.66	107.88
4390.4	2.22	108.33
4390.6	0.84	108.9
4390.8	2.21	108.86
4391	6.68	106.45
4391.2	5.46	106.05
4391.4	4.69	105.91
4391.6	4.14	105.62
4391.8	4.85	122.3
4392	7.03	143.58
4392.2	4.84	147.57
4392.4	4.67	162.28
4392.6	2.83	180.82
4392.8	3.52	219.26
4393	2.97	247.81
4393.2	3.82	271.25
4393.4	4.99	340.26
4393.6	1.93	338.92
4393.8	1.18	346.45
4394	1.13	371.36
4394.2	1.13	411.23
4394.4	1.16	464.29
4394.6	1.17	548.31
4394.8	1.19	634.23
4395	1.23	1153.25
4395.2	1.26	1197.42
4395.4	1.36	1276.47
4395.6	1.32	1288.74
4395.8	1.26	1309.62
4396	1.26	1316.38
4396.2	1.22	1320.93
4396.4	1.23	1320.88
4396.6	1.39	1311.42
4396.8	2.04	1212.62
4397	1.99	226.14
4397.2	1.44	256.28
4397.4	1.32	283.41
4397.6	1.24	289.64
4397.8	1.19	290.34
4398	1.19	287.37
4398.2	1.20	284.56
4398.4	1.27	277.97
4398.6	1.25	252.68
4398.8	1.23	238.16
4399	1.21	228.09
4399.2	1.14	209.24
4399.4	1.19	191.58
4399.6	1.31	184.67
4399.8	4.80	136.25
4400	1.12	136.22
4400.2	0.83	136.16
4400.4	2.09	136.03
4400.6	1.89	136.63
4400.8	1.85	136.7
4401	122.45	137.41
4401.2	5.67	142.92
4401.4	3.71	143.06
4401.6	4.87	143.15
4401.8	2.58	146.35
4402	3.02	152.29
4402.2	3.31	155.51
4402.4	3.80	161.02
4402.6	2.84	164.07
4402.8	2.82	167.33
4403	3.29	167.86
4403.2	2.92	174.12
4403.4	2.87	192.33
4403.6	3.09	215.55
4403.8	2.87	339.84
4404	1.41	373.58
4404.2	1.18	435.81
4404.4	1.34	483.28
4404.6	1.37	621.43
4404.8	1.30	735.58
4405	1.41	1202.19
4405.2	1.38	1213.54
4405.4	1.31	1265.46
4405.6	1.29	1284.31
4405.8	1.26	1291.41
4406	1.30	1296.02
4406.2	1.29	1298.5
4406.4	1.35	1293.99
4406.6	1.34	1282.58
4406.8	1.36	1244.29
4407	1.46	1172.64
4407.2	1.43	709.68
4407.4	1.42	679.1
4407.6	1.45	600.33
4407.8	1.57	581.24
4408	1.53	529.27
4408.2	1.44	517.71
4408.4	1.43	476.38
4408.6	1.34	470.92
4408.8	1.28	455.86
4409	1.37	438.9
4409.2	2.42	438.33
4409.4	2.27	369.69
4409.6	1.64	369.66
4409.8	0.84	366.66
4410	0.81	366.55
4410.2	1.32	364.15
4410.4	1.30	363.92
4410.6	1.33	363.79
4410.8	1.31	360.04
4411	1.26	359.88
4411.2	1.14	359.71
4411.4	1.13	360.54
4411.6	1.15	363.69
4411.8	1.14	370.89
4412	1.19	378
4412.2	1.19	379.85
4412.4	1.16	433.39
4412.6	1.16	451.68
4412.8	1.70	541.53
4413	1.55	582.85
4413.2	1.25	619.15
4413.4	1.17	666.01
4413.6	1.17	716.01
4413.8	1.15	1155.13
4414	1.17	1159.89
4414.2	1.22	1169.04
4414.4	1.23	1182.01
4414.6	1.21	1186.49
4414.8	1.18	1186.49
4415	1.25	1184.22
4415.2	1.35	1179.44
4415.4	1.33	709.81
4415.6	1.22	689.38
4415.8	1.26	622.02
4416	15.00	599.3
4416.2	1.19	574.11
4416.4	1.38	534.91
4416.6	1.37	472.99
4416.8	1.29	458.09
4417	1.22	448.45
4417.2	1.22	285.69
4417.4	1.19	261.94
4417.6	1.21	250.4
4417.8	1.22	241.67
4418	1.19	257.07
4418.2	1.18	281.45
4418.4	1.21	303.17
4418.6	1.14	312.04
4418.8	1.09	315.78
4419	3.62	315.86
4419.2	3.62	285.02
4419.4	0.93	284.96
4419.6	0.69	282.02
4419.8	0.77	279.14
4420	1.49	276.04
4420.2	1.47	272.43
4420.4	1.30	269.07
4420.6	1.25	260.12
4420.8	1.17	259.88
4421	1.24	259.75
4421.2	1.52	254.04
4421.4	1.52	250.85
4421.6	1.25	250.75
4421.8	1.32	248.79
4422	1.34	245.24
4422.2	1.30	246.31
4422.4	1.28	246.18
4422.6	1.28	246.71
4422.8	1.34	248.08
4423	1.39	248.93
4423.2	1.37	262.68
4423.4	1.36	320.33
4423.6	1.36	362.62
4423.8	1.28	437.71
4424	1.35	529.86
4424.2	1.49	669.97
4424.4	1.48	713.14
4424.6	1.37	1201.52
4424.8	1.39	1230.13
4425	1.39	1259.63
4425.2	1.75	1264.56
4425.4	1.83	1266.66
4425.6	1.40	1260.96
4425.8	1.76	1235.94
4426	1.78	709.43
4426.2	1.45	666.71
4426.4	1.51	529.54
4426.6	1.46	487.83
4426.8	1.53	429.53
4427	1.42	413.39
4427.2	1.34	153.88
4427.4	1.38	147.86
4427.6	1.42	138.87
4427.8	1.29	140.62
4428	1.27	185.29
4428.2	10.64	250.19
4428.4	1.48	247.51
4428.6	1.48	250.4
4428.8	1.76	250.45
4429	0.92	250.5
4429.2	0.92	250.5
4429.4	1.22	250.55
4429.6	1.21	249.94
4429.8	1.22	249.94
4430	1.21	249.89
4430.2	1.22	249.79
4430.4	1.15	246.83
4430.6	1.13	245.41
4430.8	1.12	240.04
4431	1.12	234.48
4431.2	1.37	231.39
4431.4	1.42	215.37
4431.6	1.29	208.76
4431.8	1.26	188.47
4432	1.22	175.91
4432.2	1.18	171.63
4432.4	1.13	168.5
4432.6	1.14	164.58
4432.8	1.48	161
4433	1.62	150.44
4433.2	1.62	141.25
4433.4	1.25	134.61
4433.6	1.24	134.31
4433.8	1.23	131.18
4434	1.29	129.97
4434.2	1.26	126.11
4434.4	10.89	125.03
4434.6	3.28	103.53
4434.8	1.24	103.66
4435	0.84	104.32
4435.2	1.76	112.04
4435.8	7.53	113.8
4436	4.67	113.88
4436.2	7.03	118.71
4436.4	2.92	121.93
4436.6	14.29	138.14
4436.8	6.20	213.36
4437	6.02	538.96
4437.2	11.19	617.11
4437.4	2.03	264.74
4437.6	2.03	101.23
4437.8	1.06	100.97
4438	0.96	198.58
4438.2	6.25	271.17
4438.4	2.17	273.57
4438.6	1.34	273.64
4438.8	0.81	275.44
4439	0.83	275.64
4439.2	1.07	278.05
4439.4	1.19	281.09
4439.6	1.18	280.73
4439.8	1.19	283.8
4440	1.19	283.81
4440.2	1.19	284.01
4440.4	1.17	287.04
4440.6	1.15	287.27
4440.8	1.17	290.24
4441	1.17	293.23
4441.2	1.16	299.06
4441.4	1.14	305.71
4441.6	1.16	315.34
4441.8	1.42	345.61
4442	1.54	398.89
4442.2	1.28	482.92
4442.4	1.22	513.04
4442.6	1.22	625.41
4442.8	1.19	695.23
4443	1.19	1164.98
4443.2	1.17	1195.37
4443.4	1.20	1233.58
4443.6	1.16	1260.98
4443.8	1.14	1269.56
4444	1.13	1271.83
4444.2	1.17	1276.51
4444.4	1.24	1274.54
4444.6	1.20	1272.24
4444.8	1.15	1262.48
4445	1.14	1199.99
4445.2	1.22	1169.52
4445.4	1.21	686.84
4445.6	1.16	671.37
4445.8	1.15	608.26
4446	1.17	593.83
4446.2	1.16	544.12
4446.4	1.24	518.76
4446.6	1.26	497.84
4446.8	1.25	462.88
4447	1.21	447.63
4447.2	14.42	437.93
4447.4	2.02	378.06
4447.6	1.08	378.1
4447.8	0.91	380.96
4448	0.86	380.44
4448.2	0.86	380.6
4448.4	0.86	380.89
4448.6	0.86	384.49
4448.8	0.88	385.14
4449	0.93	388.73
4449.2	0.99	388.89
4449.4	1.01	406.22
4449.6	1.12	416.38
4449.8	1.13	433.85
4450	1.06	460.46
4450.2	0.97	493.48
4450.4	0.87	547.92
4450.6	0.92	564.8
4450.8	1.01	590.64
4451	1.01	621.5
4451.2	0.95	664.26
4451.4	0.97	693.66
4451.6	1.06	697.05
4451.8	1.13	724.76
4452	1.06	727.28
4452.2	0.97	1150.04
4452.4	0.97	1150.2
4452.6	0.97	1154.63
4452.8	0.96	1154.77
4453	0.98	1154.78
4453.2	1.00	1151.36
4453.4	1.02	1148.85
4453.6	1.01	720.09
4453.8	1.02	717.16
4454	1.01	708.32
4454.2	0.97	708.18
4454.4	1.04	699.39
4454.6	1.04	699.35
4454.8	1.01	702.57
4455	1.00	711.7
4455.2	1.21	1223.39
4455.4	2.31	1393.96
4455.6	2.22	1497.24
4455.8	1.39	1554.24
4456	1.11	1597.68
4456.2	1.04	1626.37
4456.4	1.02	2209.34
4456.6	1.04	2225.72
4456.8	1.12	2247.49
4457	1.06	2258.36
4457.2	1.04	2260.35
4457.4	4.00	428.69
4457.6	1.13	415.8
4457.8	0.98	402.07
4458	0.86	390.68
4458.2	0.87	387.29
4458.4	0.94	383.7
4458.6	1.01	379.3
4458.8	0.97	363.31
4459	1.02	364.62
4459.2	1.04	361.43
4459.4	0.99	361.03
4459.6	1.00	358.11
4459.8	4.42	473.85
4460	1.70	491.64
4460.2	1.03	553.6
4460.4	0.88	568.4
4460.6	0.86	622.99
4460.8	0.90	673.21
4461	0.97	725.22
4461.2	0.95	1177.63
4461.4	0.94	1204.36
4461.6	0.93	1217.93
4461.8	0.91	1226.05
4462	0.94	1249.9
4462.2	0.98	1256.67
4462.4	0.99	1259.34
4462.6	0.91	1259.51
4462.8	0.92	1259.56
4463	0.94	1258.28
4463.2	0.94	1246.49
4463.4	0.95	1227.18
4463.6	0.94	1198.96
4463.8	0.93	1154.92
4464	0.92	720.87
4464.2	0.93	670.79
4464.4	0.95	617.5
4464.6	0.94	584.29
4464.8	0.87	544.72
4465	0.88	244.04
4465.2	0.91	238.41
4465.4	0.92	242.22
4465.6	0.92	273.14
4465.8	0.91	296.95
4466	0.91	300.01
4466.2	4.08	358.57
4466.4	1.18	358.68
4466.6	0.94	361.66
4466.8	0.87	364.56
4467	0.86	364.61
4467.2	0.86	364.1
4467.4	0.85	366.92
4467.6	0.86	367.02
4467.8	0.97	370.11
4468	1.05	370.27
4468.2	1.08	384.84
4468.4	1.04	391
4468.6	0.95	394.13
4468.8	0.99	434.5
4469	1.01	441.59
4469.2	1.02	459.8
4469.4	1.06	515.37
4469.6	1.05	532.93
4469.8	1.03	542.11
4470	0.99	553.02
4470.2	0.99	559.11
4470.4	1.11	565.57
4470.6	1.13	571.72
4470.8	1.12	571.88
4471	1.04	572.02
4471.2	1.64	569.18
4471.4	2.09	561.68
4471.6	1.49	529.6
4471.8	1.18	493.62
4472	1.08	485.61
4472.2	1.12	470.46
4472.4	1.09	431.63
4472.6	1.08	402.39
4472.8	1.10	380.97
4473	1.06	362.99
4473.2	1.03	359.69
4473.4	1.02	351.16
4473.6	1.06	336.19
4473.8	1.03	318.31
4474	1.00	293.59
4474.2	0.97	280.29
4474.4	1.00	270.85
4474.6	1.03	263.79
4474.8	1.10	255.61
4475	1.14	240.49
4475.2	1.04	230.92
4475.4	0.99	227.55
4475.6	1.01	221.81
4475.8	1.07	218.71
4476	1.05	211.31
4476.2	1.04	207.76
4476.4	4.14	204.45
4476.6	2.47	154.95
4476.8	0.86	154.9
4477	1.99	155.46
4477.2	2.11	155.94
4477.4	5.22	156.99
4477.6	5.19	149.56
4477.8	8.44	149.56
4478	7.15	149.55
4478.2	3.89	149.42
4478.4	6.66	147.76
4478.6	4.37	148.44
4478.8	3.22	147.88
4479	3.53	144.83
4479.2	3.66	144.86
4479.4	3.59	150.3
4479.6	3.07	160.75
4479.8	3.29	166.06
4480	6.37	209.12
4480.2	5.74	482.19
4480.4	1.46	553.61
4480.6	0.98	614.35
4480.8	1.00	703.46
4481	1.41	1165.54
4481.2	1.25	1178.38
4481.4	1.06	1206.05
4481.6	1.05	1211.25
4481.8	1.01	180.2
4482	0.94	182.26
4482.2	0.95	1223.46
4482.4	0.95	1223.61
4482.6	0.91	1221.24
4482.8	0.94	1216.26
4483	0.97	1203.89
4483.2	0.99	724.77
4483.4	1.02	705.4
4483.6	0.93	669.45
4483.8	0.89	641.99
4484	1.02	561.38
4484.2	1.02	522.36
4484.4	1.01	484.89
4484.6	1.03	458.96
4484.8	1.03	412.47
4485	1.00	388.01
4485.2	5.46	374.33
4485.4	2.17	268.67
4485.6	1.13	280.3
4485.8	0.93	316.94
4486	0.86	321.08
4486.2	0.86	327.42
4486.4	0.86	330.63
4486.6	0.88	342.86
4486.8	0.96	346.07
4487	1.00	478.06
4487.2	1.03	364.4
4487.4	1.10	398.03
4487.6	1.04	404.18
4487.8	1.04	438.64
4488	1.04	474.42
4488.2	0.98	518.3
4488.4	0.95	540.16
4488.6	0.91	610.32
4488.8	0.92	638.77
4489	1.03	688.64
4489.2	1.14	711.24
4489.4	1.09	1149.28
4489.6	1.07	1169.27
4489.8	1.02	1178.12
4490	1.02	1177.06
4490.2	1.05	1177.46
4490.4	1.05	1175.1
4490.6	1.01	1173.67
4490.8	0.98	1171.32
4491	0.98	1151.62
4491.2	1.04	704.61
4491.4	1.06	650.16
4491.6	1.03	575.09
4491.8	1.04	564.32
4492	1.04	509.22
4492.2	0.97	496.71
4492.4	0.97	456.87
4492.6	1.03	434.91
4492.8	1.11	405.84
4493	1.09	384.16
4493.2	1.02	361.52
4493.4	1.09	344.96
4493.6	1.12	321.59
4493.8	1.07	299.51
4494	1.05	291.03
4494.2	1.19	279.88
4494.4	1.59	259.06
4494.6	1.35	240.77
4494.8	1.08	237.53
4495	1.05	231.03
4495.2	4.83	227.63
4495.4	1.84	158.49
4495.6	1.21	159.3
4495.8	1.47	165.1
4496	1.97	169.76
4496.2	3.64	171.14
4496.4	4.80	183.78
4496.6	6.74	191.94
4496.8	7.22	198.97
4497	23.90	249.24
4497.2	5.75	250.91
4497.4	2.52	254.39
4497.6	8.31	267.19
4497.8	4.40	274.3
4498	3.06	288.04
4498.2	2.84	310.17
4498.4	4.70	368.68
4498.6	10.68	488.26
4498.8	2.91	487.35
4499	1.47	488.96
4499.2	1.27	488.92
4499.4	1.08	488.92
4499.6	1.18	488.97
4499.8	1.22	486.33
4500	1.16	489.45
4500.2	1.03	496
4500.4	1.00	574.42
4500.6	1.00	625.38
4500.8	1.00	646.88
4501	0.95	1147.17
4501.2	1.06	1188.95
4501.4	1.04	1308.41
4501.6	1.02	1332.58
4501.8	1.01	1357.57
4502	1.08	1374.85
4502.2	1.12	1423.8
4502.4	1.06	1435.53
4502.6	1.04	1442.42
4502.8	1.06	1444.61
4503	1.06	1440.83
4503.2	1.01	1432.25
4503.4	1.00	1384.74
4503.6	0.98	1363.18
4503.8	1.00	1281.35
4504	1.00	1220.12
4504.2	4.98	1203.97
4504.4	1.34	504.2
4504.6	0.97	513.23
4504.8	0.88	515.11
4505	0.86	515.32
4505.2	0.87	521.2
4505.4	0.97	524
4505.6	1.08	527.39
4505.8	1.08	527.58
4506	1.02	530.54
